target,proj_x_epsg3031,proj_y_epsg3031,wgs84_elev_from_pgc,dist_coast_scar_km,precipitation_racmo,temperature_racmo,slope_dem,aspect_sin,aspect_cos,litho_a,litho_b,litho_c,litho_d,litho_g,litho_n,litho_p,litho_s,litho_w,region_tm,region_svl,region_nvl,region_nwap
ph_mq,0.10763972997665405,0.0790393203496933,0.05316079035401344,0.07582225650548935,0.031333111226558685,0.1617470234632492,0.018142258748412132,0.02824253775179386,0.023506509140133858,0.0,0.0,0.012806439772248268,0.0,0.0,0.0,0.0,0.013812399469316006,0.010306203737854958,0.22797925770282745,0.15646210312843323,0.0,0.0
ph_kcl,0.0960223451256752,0.04009108617901802,0.03823360428214073,0.04112839326262474,0.10099462419748306,0.07570836693048477,0.03297506645321846,0.0270796250551939,0.036675866693258286,0.0,0.0,0.2164434939622879,0.017441559582948685,0.012676016427576542,0.0,0.0,0.07567594200372696,0.01637095771729946,0.03851715475320816,0.13396590948104858,0.0,0.0
ph_cacl2,0.05950196459889412,0.048158369958400726,0.07621365785598755,0.0587003231048584,0.12223109602928162,0.1808847337961197,0.03853064775466919,0.08841656148433685,0.018314961344003677,0.0,0.0,0.1443384736776352,0.0,0.0,0.0,0.0,0.03767050802707672,0.06666979938745499,0.0452737994492054,0.015095077455043793,0.0,0.0
d15n_air_permil,0.07099983841180801,0.0931016057729721,0.13893546164035797,0.35054904222488403,0.060820095241069794,0.023014530539512634,0.02424561232328415,0.02720280922949314,0.022505564615130424,0.0,0.0,0.026984116062521935,0.0,0.02901677042245865,0.0,0.0,0.02258913591504097,0.0,0.11003536731004715,0.0,0.0,0.0
d13c_vpdb_permil,0.053222719579935074,0.043995726853609085,0.07515743374824524,0.040693141520023346,0.06869155913591385,0.15786834061145782,0.027858059853315353,0.03187112510204315,0.026285773143172264,0.006033065263181925,0.0,0.2926151156425476,0.005534939002245665,0.09559090435504913,0.00244335550814867,0.0,0.004349033813923597,0.057959236204624176,0.005545577500015497,0.004284843802452087,0.0,0.0
wt_percent_n,0.017466431483626366,0.013581865467131138,0.23174482583999634,0.10473877191543579,0.025274567306041718,0.03461075946688652,0.008904209360480309,0.013256137259304523,0.03900953382253647,0.4929746389389038,0.0,0.005637726746499538,0.0010142566170543432,0.007068611681461334,0.0003255966876167804,0.0,0.0028131448198109865,0.0015788362361490726,0.0,0.0,0.0,0.0
wt_percent_c,0.03593164309859276,0.027669502422213554,0.17650192975997925,0.19506363570690155,0.15118184685707092,0.14328745007514954,0.01410300936549902,0.05877470597624779,0.1124752014875412,0.0,0.0,0.042523425072431564,0.0,0.0,0.0,0.0,0.008644088171422482,0.0,0.01096052210777998,0.02288307435810566,0.0,0.0
c_n_ratio,0.05724125728011131,0.02990664355456829,0.23242345452308655,0.1039176806807518,0.041538361459970474,0.13670559227466583,0.01187647134065628,0.01834159716963768,0.05711451917886734,0.0052453684620559216,0.0,0.26057490706443787,0.0024181101471185684,0.004530022852122784,0.0,0.006419756915420294,0.00638866052031517,0.008796630427241325,0.004102480597794056,0.012458394281566143,0.0,0.0
log_cec_meq_100g,0.04292988032102585,0.08362539112567902,0.06264924257993698,0.09005417674779892,0.04208996891975403,0.1891409456729889,0.03247338905930519,0.02744891494512558,0.04106064885854721,0.0,0.0,0.036477454006671906,0.008085099048912525,0.029641108587384224,0.0,0.0,0.05063001811504364,0.13914863765239716,0.12454511225223541,0.0,0.0,0.0
log_digest_mg_kg_hg1849,0.020202867686748505,0.027429718524217606,0.03155785799026489,0.04896865040063858,0.029654448851943016,0.05093571916222572,0.032406292855739594,0.045224715024232864,0.031008325517177582,0.1783188283443451,0.01885976828634739,0.033909693360328674,0.03811730071902275,0.034767862409353256,0.01831567846238613,0.0,0.04825255274772644,0.03314803168177605,0.03305533528327942,0.17872071266174316,0.06714566797018051,0.0
log_digest_mg_kg_li6707,0.11505807191133499,0.08080083876848221,0.027531223371624947,0.03427765890955925,0.36843907833099365,0.11905249953269958,0.034281134605407715,0.006397684570401907,0.018017997965216637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19614377617835999,0.0,0.0,0.0,0.0,0.0
log_digest_mg_kg_mo2020,0.015299491584300995,0.009121925570070744,0.7074921131134033,0.008800734765827656,0.07880765944719315,0.056739259511232376,0.018966926261782646,0.010763446800410748,0.03445293381810188,0.0,0.0,0.05955556035041809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_digest_mg_kg_p_1774,0.06631714105606079,0.033821284770965576,0.33634522557258606,0.06405551731586456,0.09975558519363403,0.07947975397109985,0.031200094148516655,0.03004673309624195,0.02523846924304962,0.13963592052459717,0.0,0.03905607387423515,0.0023788248654454947,0.030626170337200165,0.0,0.0,0.007679453585296869,0.014363741502165794,0.0,0.0,0.0,0.0
log_digest_mg_kg_pb2203,0.02264583297073841,0.029863394796848297,0.017091793939471245,0.018511129543185234,0.02595527097582817,0.04923981428146362,0.011313253082334995,0.007438487373292446,0.012013750150799751,0.0,0.001338095753453672,0.03425953537225723,0.02905183658003807,0.00949524249881506,0.0,0.018848471343517303,0.0,0.05781880393624306,0.20473410189151764,0.45038115978240967,0.0,0.0
log_digest_mg_kg_sb2068,0.08929896354675293,0.06712531298398972,0.01930719055235386,0.013426117599010468,0.10348304361104965,0.13298501074314117,0.026983853429555893,0.03396647423505783,0.04747599735856056,0.0,0.0,0.016631830483675003,0.0,0.00681590149179101,0.0,0.14379432797431946,0.0,0.0,0.05898920074105263,0.23971675336360931,0.0,0.0
log_digest_mg_kg_sn1899,0.2848106622695923,0.0,0.0,0.2296096682548523,0.07113629579544067,0.12194806337356567,0.0,0.29249534010887146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_digest_mg_kg_sr4077,0.10858262330293655,0.05851571261882782,0.040779002010822296,0.04375705122947693,0.22889813780784607,0.09888186305761337,0.037113387137651443,0.024315133690834045,0.04774418845772743,0.0128588592633605,0.0,0.013445764780044556,0.031831931322813034,0.13650326430797577,0.0,0.0,0.04373021051287651,0.0620330348610878,0.011009939014911652,0.0,0.0,0.0
log_digest_mg_kg_tl1908,0.027782749384641647,0.05205172672867775,0.40385323762893677,0.15115250647068024,0.0,0.186345174908638,0.02377305179834366,0.06691430509090424,0.04915352165699005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019004635512828827,0.019403766840696335,0.0005653075058944523,0.0,0.0,0.0
clr_hr_1_mg_l_f,0.04584254324436188,0.06387209892272949,0.06260190904140472,0.08878915011882782,0.11749223619699478,0.12179744243621826,0.06350891292095184,0.03659362345933914,0.05964411050081253,0.0,0.0,0.09165768325328827,0.05560387298464775,0.1272851973772049,0.0,0.0,0.05047686770558357,0.014834284782409668,0.0,0.0,0.0,0.0
