sample_id,ph_mq,ph_kcl,ph_cacl2,d15n_air_permil,d13c_vpdb_permil,wt_percent_n,wt_percent_c,c_n_ratio,log_cec_meq_100g,log_digest_mg_kg_hg1849,log_digest_mg_kg_li6707,log_digest_mg_kg_mo2020,log_digest_mg_kg_p_1774,log_digest_mg_kg_pb2203,log_digest_mg_kg_sb2068,log_digest_mg_kg_se1960,log_digest_mg_kg_sn1899,log_digest_mg_kg_sr4077,log_digest_mg_kg_tl1908,ec_us_cm,total_mg_l_cl,hr_1_mg_l_cl,hr_24_mg_l_cl,total_mg_l_so4,hr_1_mg_l_so4,hr_24_mg_l_so4,total_mg_l_na,total_mg_l_mg2,total_mg_l_ca2,digest_mg_kg_na5895,digest_mg_kg_mg2852,digest_mg_kg_ca3158,log_ec_us_cm,log_total_mg_l_cl,log_hr_1_mg_l_cl,log_hr_24_mg_l_cl,log_total_mg_l_so4,log_hr_1_mg_l_so4,log_hr_24_mg_l_so4,log_total_mg_l_na,log_total_mg_l_mg2,log_total_mg_l_ca2,log_digest_mg_kg_na5895,log_digest_mg_kg_mg2852,log_digest_mg_kg_ca3158,clr_hr_1_mg_l_f,clr_hr_1_mg_l_cl,clr_hr_1_mg_l_no3,clr_hr_1_mg_l_po4,clr_hr_1_mg_l_so4,clr_hr_24_mg_l_f,clr_hr_24_mg_l_cl,clr_hr_24_mg_l_no3,clr_hr_24_mg_l_po4,clr_hr_24_mg_l_so4,clr_total_mg_l_f,clr_total_mg_l_cl,clr_total_mg_l_no3,clr_total_mg_l_po4,clr_total_mg_l_so4,clr_total_mg_l_ca2,clr_total_mg_l_k,clr_total_mg_l_mg2,clr_total_mg_l_na,clr_total_mg_l_sr2,digest_mg_kg_al3082,digest_mg_kg_as1890,digest_mg_kg_b_2496,digest_mg_kg_ba4554,digest_mg_kg_be3130,digest_mg_kg_cd2288,digest_mg_kg_co2286,digest_mg_kg_cr2835,digest_mg_kg_cu3247,digest_mg_kg_fe2599,digest_mg_kg_k_7664,digest_mg_kg_mn2576,digest_mg_kg_ni2316,digest_mg_kg_si2516,digest_mg_kg_ti3349,digest_mg_kg_v_2924,digest_mg_kg_zn2138
CK2-100B,7.485,6.554,7.224,-4.67,0.85,0.01,0.28,19.57,1.0986122886681098,4.082946517269732,3.386422096080001,0.18232155679395465,6.473720928856169,2.362739015813793,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.0027078872904163,1.0986122886681098,369.2,5.0,2.5,2.5,50.0,25.0,25.0,17.4,4.96,81.96,231.06,9920.84,11252.51,5.911338502628697,1.6094379124341003,0.9162907318741551,0.9162907318741551,3.912023005428146,3.2188758248682006,3.2188758248682006,2.856470206220483,1.601405740736836,4.406231323370699,5.442677417054872,9.202392874113343,9.328346493858096,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-1.9046922297217586,1.0518193306789512,-1.2507657623150945,-1.2507657623150945,3.354404423672997,-2.7404134669512947,0.25531880660269635,-2.0472662863913493,-2.0472662863913493,2.557903899596742,3.052112217539295,2.0882202191619266,0.24728663490543212,1.5023511003890793,-2.8682468384611797,11152.3,2.5,20.74,60.62,0.3,2.5,10.92,42.99,11.82,22995.99,10731.46,370.44,17.54,248.8,1290.58,36.47,61.62
CM-2 1,7.527,6.826,6.615,-0.54,-13.77,0.05,0.1,2.1,2.6878474937846906,2.583997552432231,2.9085390618516134,0.18232155679395465,5.470799003060018,3.040705639196722,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.920418786157677,1.0986122886681098,183.8,431.65,342.71,88.94,1341.49,1316.49,25.0,1600.42,27.35,252.41,2432.27,5175.3,12798.8,5.213848209921586,6.067615074681532,5.836884608495686,4.48796198508255,7.201536215495741,7.1827243830093,3.2188758248682006,7.378021373780776,3.3087165288679903,5.531054749533568,7.796580256660665,8.551652587467808,9.457106695512902,-1.5009036478036788,1.8312716836078273,1.8844277920821595,-5.39190728600775,3.1771114581214412,0.05328492228335113,2.0765429648954203,0.8604286894471769,-3.7977133813070205,0.8074568046810708,-1.1533595896861697,1.7362016546474166,1.6290505359540788,-5.024560600594061,2.8701227954616257,1.1996413294994523,-0.3293669119583811,-1.0226968911661252,3.04660795374666,-2.95164027590449,15189.24,2.5,0.5,133.47,1.39,2.5,11.06,25.8,14.94,24392.43,2945.22,475.4,15.54,1208.17,72.81,26.79,71.22
CM-4,7.459,6.891,5.492,2.74,-9.49,0.07,0.21,2.92,2.128231705849268,2.199444334074532,2.574137783515943,0.18232155679395465,5.777776154564528,2.6411978941143697,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.506233438128068,1.0986122886681098,198.6,223.8,167.14,56.66,469.66,444.66,25.0,394.28,26.5,294.95,1101.2,3774.55,8668.34,5.291292751611072,5.4107527958778245,5.11883178457329,4.03706849440237,6.1520090286656695,6.097309945191323,3.2188758248682006,5.977061316797238,3.2771447329921766,5.686805850449084,7.004155773268453,8.236036449279595,9.067432586621637,-1.4517035803868965,1.760553060529757,1.696692383872774,-4.744573085163424,2.7390312211477896,-0.4906946536207264,2.2009014741820083,0.12954575613113106,-3.2224613813402527,1.3827088046478386,-1.460296465618645,1.5924365303770331,1.281123241937574,-4.511463446060737,2.333692763164878,1.8684895849482928,0.0011527583167465494,-0.5411715325086148,2.158745051296447,-2.7227084858529804,11132.26,2.5,0.5,100.1,0.9,2.5,8.72,19.64,14.13,17715.43,2001.0,411.42,11.92,835.27,165.43,23.85,49.4
CM-PA 3-10,8.143,7.255,6.93,3.25,-10.51,0.04,0.17,4.1,2.6741486494265287,1.252762968495368,2.991222118076105,0.26236426446749106,5.9511632503344565,2.996232148595642,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.878093887464327,1.0986122886681098,139.6,259.32,187.57,71.75,1799.45,1774.45,25.0,1497.5,26.01,249.36,2723.34,4923.54,12173.04,4.938781190328272,5.5580628203067945,5.23415210907225,4.273187854639731,7.49523634163709,7.48124579473832,3.2188758248682006,7.311552329989604,3.25848107946056,5.518897635459082,7.909614347163359,8.501783062956672,9.40697894936493,-1.4082069483349673,1.3368805008006186,1.7709182304591815,-5.283565969391522,3.5839741864666887,0.06694037537422348,1.926896616932845,0.8661640193583922,-3.732585598826776,0.8725845871613149,-1.111896576639018,1.301583023381431,1.4940272179037066,-4.949626977485309,3.238756544711727,1.2624178385337181,-0.36160295033218803,-0.9979987174648035,3.0550725330642408,-2.9307319356735064,19728.37,2.5,0.5,125.35,1.31,2.5,10.66,23.94,14.99,23360.16,2683.1,467.71,14.59,35.71,68.21,24.25,68.21
CM-PA 30,7.954,7.005,6.8,3.07,-8.22,0.04,0.22,5.04,2.6461747973841225,1.252762968495368,2.9826470340053355,0.09531017980432487,5.619494658133612,3.017493765335504,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.819878258481199,1.0986122886681098,242.4,96.45,48.18,48.27,50.0,25.0,25.0,135.37,5.69,57.17,592.18,4985.97,11873.75,5.490589254195159,4.569024739351738,3.874943997186725,3.8768102496724017,3.912023005428146,3.2188758248682006,3.2188758248682006,4.908011770197695,1.7387102481382397,4.04602928527588,6.3838106427229935,8.51438324721823,9.382085360204393,0.918904622297569,2.564910066658547,-2.6963282916480686,-2.6963282916480686,1.9088418943400223,-2.496796133281408,3.4202349449175484,-1.8428696658747439,-1.8428696658747439,2.7623005201133473,-0.09871712354389395,2.2285346622105555,-3.0336372577011277,-3.0336372577011277,1.5715329282869637,1.7055392081346978,1.3228151258533236,-0.6017798290029426,2.567521693056513,-2.628172149592963,14569.14,2.5,0.5,130.66,1.3,2.5,10.72,23.25,14.13,23727.45,2715.43,469.34,14.73,1046.09,73.35,22.04,67.23
CM2 (OM),7.418,6.075,6.596,2.43,-8.5,0.08,0.23,2.88,2.379546134130174,3.11529150861163,2.8920370372152258,0.09531017980432487,5.618043015708491,2.8112082932048366,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.658805735154001,1.0986122886681098,153.0,391.2,229.11,162.09,50.0,25.0,25.0,372.57,42.0,435.6,610.62,4716.43,11042.08,5.030437921392435,5.969218938160663,5.434202237568402,5.088151736524084,3.912023005428146,3.2188758248682006,3.2188758248682006,5.920424939628051,3.7376696182833684,6.076724391058805,6.414474834431895,8.458807436465937,9.309468707882045,0.46164578607048634,2.378646966220427,1.4382363266567264,-4.441849632467866,0.16332055352022534,1.604412072511808,3.3034390086080063,-3.1710070890359683,-3.1710070890359683,1.4341630969521226,0.17236101319276642,1.9932208008250898,0.5205841082356191,-4.669145317895518,-0.06397513190742687,2.1007262537232325,0.8027050994133935,-0.23832851905220442,1.9444268022924778,-2.5625751088274296,14078.16,2.5,0.5,135.07,1.2,2.5,9.92,22.95,12.93,22064.13,2390.78,508.72,14.43,883.87,97.7,24.75,61.52
CR-0819,6.185,5.343,5.704,25.5,-28.07,0.41,1.47,3.57,2.128231705849268,5.4680601411351315,2.2823823856765264,1.0986122886681098,9.295692039075686,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.216022123821206,1.0986122886681098,1992.9,175.52,106.14,69.38,50.0,25.0,25.0,194.44,35.52,24.33,9005.0,3867.0,14670.0,7.597346143339305,5.16775299652692,4.664758977399749,4.239598641541604,3.912023005428146,3.2188758248682006,3.2188758248682006,5.270123632177254,3.5700959181239695,3.1917101567954314,9.105535257610056,8.260234291607297,9.593559871137028,-1.0683875457985463,0.3573008994474822,1.1494003167243214,0.650268582710809,-1.0885822530840659,-0.35872345933820426,0.4251896152571746,-0.41621615364257236,0.9452831991398334,-0.5955332014162287,0.09301826430202231,1.2143922029017173,1.623610514164611,1.6033900450154914,-0.04133778819705647,-0.7616506368297711,1.031409534275999,-0.3832648755012329,1.316762838552052,-5.696330098683825,14730.0,5.9,0.5,20.4,2.8,2.5,4.6,7.9,0.5,16470.0,4133.0,579.7,0.5,230.2,896.0,4.2,131.3
CR-0821,6.86,6.552,6.532,27.43,-27.86,0.54,1.36,2.5,1.8082887711792655,5.028475212224587,1.7387102481382397,0.832909122935104,9.051220365471995,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.873210618184584,1.0986122886681098,3383.5,185.02,138.81,46.21,50.0,25.0,25.0,247.75,245.15,70.88,9366.27,3675.65,10608.78,8.12666595567228,5.2204639273431725,4.9331060915870175,3.833196224882175,3.912023005428146,3.2188758248682006,3.2188758248682006,5.5124201732100975,5.5018702680972424,4.2609883062968255,9.144870217002545,8.20948526675545,9.269437239134254,-1.4941561525002651,0.3312291635847142,1.3134622287161877,1.2324658633334664,-1.3830011031341027,-0.8094003747044209,-0.06679195438891572,-0.234889253822558,1.792193937318789,-0.6811123544028903,-0.6830816929599353,0.7450440719010709,1.5401029567589513,1.983498197108113,-0.5633968500139557,-0.21443154914527618,0.8952181726855608,1.0264504126551408,1.0370003177679958,-5.766404036757667,13163.67,5.39,0.5,15.27,2.2,2.5,2.59,5.09,0.5,11427.15,3558.88,398.4,0.5,196.11,533.63,4.19,75.85
CR-0826,7.597,7.005,7.026,31.71,-27.78,0.36,0.69,1.92,2.2082744135228043,4.613138355637268,2.431857428698185,1.1052568313867783,9.487711468550195,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.1084876942637605,1.0986122886681098,3573.3,1035.61,849.81,185.8,536.92,511.92,25.0,877.49,64.73,23.5,10897.18,6540.32,10191.53,8.181244817554965,6.942745904068691,6.745012795086175,5.224670826379739,6.285849107619435,6.238168362831205,3.2188758248682006,6.77706555926369,4.170224772557419,3.1570004211501135,9.296259319148252,8.785741372917835,9.229312262148948,-1.8799239291600385,1.1702273401346526,-0.3697902456348583,0.41610392678056307,0.6633829078796829,-0.5677142844822898,0.7649321829759925,-0.6070411040604147,1.6506860241022583,-1.2408628185355455,-0.37144876170356156,2.0799677728007984,0.5722530585959662,1.882811097123854,1.423070976351542,-1.7057777101177796,1.0154337276452319,-0.692553358710474,1.9142874279957969,-6.11804422998138,16381.05,7.26,0.5,18.35,2.72,2.5,3.73,7.86,0.5,15594.76,4887.1,524.4,0.5,265.93,845.56,1.51,80.75
CR-0828,7.16,6.81,6.752,33.08,-27.32,0.44,0.88,1.99,2.0794415416798357,4.282620578207235,2.180417459019838,1.1346227261911428,9.314482345513024,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.941142297567622,1.0986122886681098,4156.1,942.72,833.29,109.43,1625.38,1600.38,25.0,622.5,139.4,22.31,10261.57,5321.93,9986.92,8.332332413527332,6.848769313834211,6.725381720836135,4.695285075430352,7.393496913579934,7.377996380029212,3.2188758248682006,6.4337436283388625,4.937347498326424,3.105035008444441,9.236161128460669,8.579591298501114,9.209031515797513,-2.5807311995788496,0.9732856790601367,0.023976086227140314,-0.04243090396164195,1.6259003382532136,-0.5356706050630535,0.49605282423765207,-0.4723347298912426,1.4923089370411473,-0.9803564263244993,-0.7982513379927507,1.90992616245404,0.958393130442845,1.4549482513354723,2.4546537621997633,-1.8338081429357298,0.7060735704089938,-0.0014956530537473256,1.4949004769586915,-6.345340219817581,14305.84,6.44,0.5,14.49,2.41,2.5,3.52,7.44,0.5,12545.27,4333.0,459.15,0.5,213.38,661.67,3.52,80.28
CR-0833,6.752,5.966,6.198,23.29,-22.7,0.08,0.38,4.45,1.9459101490553132,3.258096538021482,2.0955609235597192,0.9593502213346021,7.732860114490813,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.8062179465311696,1.0986122886681098,2574.7,864.81,741.86,122.95,50.0,25.0,25.0,508.87,12.66,8.54,10251.0,3994.98,4618.47,7.85348830145625,6.762509829625396,6.609160546119929,4.811777768662202,3.912023005428146,3.2188758248682006,3.2188758248682006,6.232192581179195,2.5384474167160302,2.1447610078004784,9.235130540783402,8.292793851930021,8.437818760396109,-1.247777161884644,2.453936025548866,-0.4489964281225136,0.17918626016115535,-0.9363486957028626,0.3320956809079383,2.343547972358759,-3.8545241574233335,0.42823447559187944,0.7506460285647578,-0.06890712532840837,3.145135403899796,0.09497738457347893,0.9299547605726417,0.29464857970254643,-1.4726134179251211,1.4120826226112442,-1.0789270090095693,2.6148181554535954,-5.871169354550213,13935.74,2.5,0.5,18.07,2.11,2.5,5.22,7.63,0.5,14949.8,4878.51,471.99,2.11,201.41,1114.46,5.42,47.09
CS-CR2,5.365,4.445,5.138,27.18,-25.03,0.12,0.31,2.57,2.7788192719904172,3.258096538021482,1.5706970841176697,1.1939224684724346,8.62084845395606,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.194642283537465,1.0986122886681098,5942.0,2358.34,2117.52,240.83,910.4,885.4,25.0,2223.71,54.57,32.16,13917.84,4550.1,6812.63,8.689801056022553,7.765713260694457,7.658000871581959,5.484091290392243,6.8138840633720665,6.786039520298041,3.2188758248682006,7.706932251184764,3.9994842811981406,3.4707234443107655,9.540926749434133,8.422904489725461,8.826533521358236,-3.450224694145777,2.6475285091928535,-0.06718843065054614,-0.905682542305466,1.7755671579089354,-1.401932494028407,2.1178475619376314,-1.34337253826317,0.7748253739403581,-0.14736790358641105,-2.087495256541922,3.2025202934498447,0.4325993799818688,0.25304818882341973,2.250691096127454,-1.0924695229338468,0.4939441605030632,-0.5637086860464717,3.1437392839401515,-6.0328689373035544,21262.53,2.5,0.5,54.51,2.0,2.5,8.22,10.12,0.5,21773.55,4525.05,561.32,2.4,181.86,2007.01,15.13,53.11
CS-CR5,5.463,5.003,5.059,22.88,-26.63,0.21,0.89,4.22,2.302585092994046,4.881740753685154,2.2213750375685026,1.4134230285081433,9.33729984174515,1.4134230285081433,0.9162907318741551,1.3862943611198906,0.9162907318741551,5.474704683853799,1.0986122886681098,5358.7,2540.17,2212.57,327.6,717.65,692.65,25.0,1500.25,233.16,71.72,15611.22,4089.18,16993.99,8.586476687334484,7.839986286906786,7.7019100147996795,5.791793351978915,6.575981985017389,6.540524821103888,3.2188758248682006,7.313387039869622,5.451724913177349,4.272769648736932,9.65574516548436,8.316099739938686,9.740615031120333,-3.2628505359076465,2.3228039640894806,-0.14213231440321383,-0.07923988417231165,1.1614187703936896,-1.8290911080744923,1.9927965892928934,-1.323299051983331,1.7397145085827526,-0.5801209378178207,-2.267111939656308,2.833971682665503,0.2922527610567123,1.1135132879306386,1.5699673807761059,-0.7332449555043512,0.20930151580334755,0.4457103089360661,2.3073724356283387,-5.771732477636064,21492.99,10.32,96.79,46.59,4.71,2.5,6.11,11.62,1.6,17094.19,5510.02,582.97,2.1,232.36,1036.07,14.23,109.42
CS-CR7,7.382,6.979,7.068,40.84,-25.3,0.48,0.51,1.06,2.5877640352277083,3.778948651202804,2.2752138961979136,0.8796267475025636,8.603334189736223,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.33729074083249,1.0986122886681098,10769.5,2730.53,2432.78,297.75,1711.0,1686.0,25.0,2849.5,69.5,54.92,10823.29,5653.61,7650.6,9.28447334381741,7.91225100853057,7.796789915349422,5.696254208235409,7.444833273892193,7.430114138561801,3.2188758248682006,7.954898819275054,4.241326752570746,4.00587758089977,9.289455572725048,8.640049558159571,8.942539355117551,-2.505994815146404,2.5538335556063876,-3.0270190734746607,0.7920225541959072,2.187157778818767,-1.4529379099941515,1.7032903492321778,-1.6134177248730572,2.137153319770061,-0.7740880341350307,-1.7305072642455697,2.8452626773425367,-2.07275718376031,1.7098492792719702,2.3778449427041597,-1.0611107502882637,1.2786480296405625,-0.8256615786172876,2.8879104880870203,-5.40947864013481,15010.04,6.22,14.76,44.68,1.51,2.5,6.22,6.53,0.5,13805.22,4097.39,471.49,2.61,192.07,1087.35,10.44,41.77
CS-CR9,4.94,4.079,4.656,21.35,-24.37,0.1,0.46,4.67,2.186051276738094,3.224857896545748,2.3105532626432224,1.4085449700547104,8.515395576674564,0.9162907318741551,0.9162907318741551,1.3862943611198906,0.9162907318741551,4.927471052835487,1.0986122886681098,3433.2,1118.47,951.91,166.56,50.0,25.0,25.0,681.3,20.8,8.36,16676.65,5146.71,10109.78,8.141248049844064,7.019716958934358,6.858470492507259,5.115355604866659,3.912023005428146,3.2188758248682006,3.2188758248682006,6.524002737779623,3.0349529867072724,2.1234584270966104,9.721764816413282,8.54611295456433,9.221258551144714,-1.2017185727020716,4.113453809875631,0.7457166643413835,-4.131311043751517,0.47385914223657366,-1.130522395423913,3.044825950951275,-3.4568240150352745,0.39417428855509673,1.1483461709528164,-1.3115274605298017,3.7285682920069316,0.2071754254654512,-0.8054090308355346,0.6208743385007192,-1.1676902398308164,1.6327661169642633,-0.2561956802201544,3.232854070852196,-5.8814158323732535,25558.88,2.5,5.09,64.77,3.39,2.5,8.38,10.48,0.5,22405.19,7534.93,725.75,2.0,217.66,1784.43,22.26,74.55
DA-1,8.629,7.086,7.289,-2.37,-3.7,0.02,0.1,4.21,1.9740810260220096,1.252762968495368,2.3832429960115,0.09531017980432487,5.27903260513617,1.4609379041156565,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.242592351485517,1.0986122886681098,117.3,390.35,330.51,59.85,947.07,555.84,391.23,317.22,79.0,429.31,917.97,4324.3,7109.44,4.76473475565943,5.9670437725663,5.800636916020083,4.091841432003982,6.853373008088941,6.32048048305274,5.9692956223369205,5.759595539475414,4.3694478524670215,6.062179268693206,6.822164710347934,8.37200555655592,8.869178757388763,-1.6322148832034145,2.38335155173941,1.1492479380925005,-4.803579725400564,2.903195118772067,-0.5241441545289627,1.643448625200886,-0.8055201182827587,-3.8346871679229872,3.520902815533824,-1.3638160366318788,2.0530016200257784,0.7048336805036817,-4.607189333100467,2.9393308555484188,2.148137116152684,0.5597657152507427,0.4554056999264997,1.845553386934892,-4.735022704610352,11837.35,2.5,0.5,23.09,0.5,2.5,7.73,15.66,26.2,13142.57,1156.63,134.64,11.45,105.42,87.75,21.08,19.08
DA-3,8.868,7.534,7.661,-11.57,-38.45,0.03,0.01,0.35,1.4816045409242156,4.771277668919018,3.0946722214088944,0.6931471805599453,5.490877991384453,1.5282278570085572,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.1041381473977774,1.0986122886681098,161.5,375.47,321.73,53.74,50.0,25.0,25.0,308.01,86.59,398.58,1191.77,3711.85,6148.59,5.084505142662711,5.92817857453717,5.773712684482059,3.984157603187345,3.912023005428146,3.2188758248682006,3.2188758248682006,5.730132249978983,4.46118433545971,5.987908230905205,7.083194875987332,8.219285683606847,8.723978066221887,-1.353413564516759,2.796958302362208,2.677382562645942,-4.363048743239742,0.24212144274834957,-0.09918807307010491,1.8206416262474523,0.7729969369541272,-3.5498103380597836,1.0553598479283077,-1.1919486674155575,2.175134118976066,1.9650353237959215,-4.446191636121049,0.15897854986704196,2.234863775344101,-0.3129469249413921,0.708139879898606,1.9770877944178786,-3.268152213821618,10522.09,6.12,92.37,12.05,1.1,2.5,9.24,12.25,46.49,14538.15,717.37,141.16,12.55,116.67,144.48,42.57,19.38
DA-4,8.703,6.984,7.555,-11.24,-9.94,0.12,0.05,0.42,1.5260563034950494,3.6828613817883733,3.3361253849184407,0.4700036292457355,5.418320158942733,1.5282278570085572,0.9162907318741551,1.3862943611198906,0.9162907318741551,3.3572454941329726,1.0986122886681098,103.1,1154.21,1053.86,100.35,947.26,922.26,25.0,782.84,488.9,1583.72,1852.41,6169.68,8942.77,4.635699391022914,7.051171406249037,6.960214892954499,4.608664075242347,6.853573606718152,6.826827179464896,3.2188758248682006,6.662928332836769,6.1921579695846,7.367531789072356,7.524242772994099,8.727402251697082,9.098600663576454,-2.1820928300855984,2.660662454001544,2.6800024356449565,-5.685846800072846,2.527274740511941,-0.6072092855616773,2.0713837046551022,1.7778048583327557,-3.923574731707135,0.6815954542809561,-2.1724464627366133,2.1574295156601933,2.1531316453865896,-5.586889071148789,1.9598317161293082,2.4737898984835125,-0.9917692210141991,1.2984160789957562,1.7691864422479249,-3.0606805420036833,13835.34,2.5,14.56,12.05,0.6,2.5,9.84,16.77,43.78,17088.35,1454.82,168.27,15.36,172.99,163.25,41.77,21.79
