grid_id,lat,lon,proj_x_epsg3031,proj_y_epsg3031,wgs84_elev_from_pgc,dist_coast_scar_km,precipitation_racmo,temperature_racmo,slope_dem,aspect_dem,litho,acbr,region_tm,region_svl,region_nvl,region_nwap
GRID_00001,-84.753,-179.937,-626.8527028524957,-570095.2345294206,1707.4,42422.93,87.212,-28.946,25.444,244.52,d,Transantarctic Mountains,1,0,0,0
GRID_00002,-84.772,-179.937,-624.5795099743394,-568027.8646016753,2103.03,44422.72,87.212,-28.946,26.151,237.179,s,Transantarctic Mountains,1,0,0,0
GRID_00003,-84.79,-179.937,-622.4259918517687,-566069.3336524371,2238.09,46422.52,87.212,-28.946,36.096,40.269,s,Transantarctic Mountains,1,0,0,0
GRID_00004,-84.827,-179.835,-1618.5679883810233,-562041.5650079198,2353.1,49648.92,87.212,-28.946,14.188,131.962,s,Transantarctic Mountains,1,0,0,0
GRID_00005,-84.836,-179.834,-1625.5404106880585,-561062.3154388554,2593.96,50543.4,87.212,-28.946,32.5,232.607,s,Transantarctic Mountains,1,0,0,0
GRID_00006,-84.845,-179.834,-1622.7033783044262,-560083.1014201391,2777.47,51441.51,87.212,-28.946,32.441,261.442,s,Transantarctic Mountains,1,0,0,0
GRID_00007,-84.704,-114.351,-524235.40738910687,-237263.35105446412,1635.35,331533.21,358.749,-31.828,29.84,257.29,s,Transantarctic Mountains,1,0,0,0
GRID_00008,-84.723,-114.119,-523304.86118314957,-234293.86581456068,1597.79,332642.75,358.749,-31.828,23.26,225.662,g,Transantarctic Mountains,1,0,0,0
GRID_00009,-84.732,-114.16,-522243.5419773803,-234267.45702580633,1750.6,331868.75,358.749,-31.828,25.971,267.551,c,Transantarctic Mountains,1,0,0,0
GRID_00010,-84.735,-114.069,-522316.9053137926,-233304.57671935228,1927.46,332503.56,358.749,-31.828,31.212,288.928,s,Transantarctic Mountains,1,0,0,0
GRID_00011,-84.735,-113.845,-523225.0243205624,-231260.78141250054,2027.3,334548.15,358.749,-31.828,12.114,154.983,s,Transantarctic Mountains,1,0,0,0
GRID_00012,-84.721,-113.673,-525312.0839934134,-230300.69559139787,1774.06,336726.73,358.749,-31.828,24.643,234.014,s,Transantarctic Mountains,1,0,0,0
GRID_00013,-84.742,-113.662,-523263.3470250685,-229282.75651670797,2404.06,335827.3,358.749,-31.828,26.474,228.775,s,Transantarctic Mountains,1,0,0,0
GRID_00014,-84.753,-116.262,-511250.3642949472,-252253.90856387146,1369.83,312028.2,358.749,-31.828,0.238,174.022,c,Transantarctic Mountains,1,0,0,0
GRID_00015,-84.761,-116.306,-510276.16689200373,-252260.68165985242,1365.5,311241.48,358.749,-31.828,3.956,167.611,c,Transantarctic Mountains,1,0,0,0
GRID_00016,-84.769,-116.351,-509297.8632824986,-252274.99901812745,1378.49,310455.99,358.749,-31.828,6.8,22.384,c,Transantarctic Mountains,1,0,0,0
GRID_00017,-84.761,-116.082,-511258.4873316861,-250263.81508481325,1375.35,313265.23,358.749,-31.828,9.884,251.72,c,Transantarctic Mountains,1,0,0,0
GRID_00018,-84.794,-116.26,-507258.4489976445,-250262.2573419329,1389.84,310138.3,358.749,-31.828,1.801,248.533,g,Transantarctic Mountains,1,0,0,0
GRID_00019,-84.802,-116.304,-506285.79527571355,-250266.00578844838,1609.51,309359.71,358.749,-31.828,49.726,169.443,g,Transantarctic Mountains,1,0,0,0
GRID_00020,-84.765,-115.991,-511264.1063785883,-249260.76028729216,1535.42,313886.7,358.749,-31.828,46.076,94.578,g,Transantarctic Mountains,1,0,0,0
GRID_00021,-84.798,-116.169,-507264.67572059826,-249264.346378697,1398.98,310766.02,358.749,-31.828,4.014,263.934,g,Transantarctic Mountains,1,0,0,0
GRID_00022,-84.806,-116.213,-506292.17927073356,-249269.34099262353,1651.29,309989.0,358.749,-31.828,50.102,240.916,g,Transantarctic Mountains,1,0,0,0
GRID_00023,-84.777,-115.945,-510289.95764421526,-248278.95693619325,1866.14,313729.63,358.749,-31.828,42.081,171.751,g,Transantarctic Mountains,1,0,0,0
GRID_00024,-84.794,-116.033,-508245.97867178515,-248250.59253370378,1411.11,312172.4,358.749,-31.828,11.211,165.46,g,Transantarctic Mountains,1,0,0,0
GRID_00025,-84.773,-115.585,-512232.4125521626,-245255.78542881485,1568.11,317169.06,358.749,-31.828,1.521,35.96,g,Transantarctic Mountains,1,0,0,0
GRID_00026,-84.785,-115.537,-511259.5642212584,-244263.69752785916,1970.77,317023.08,358.749,-31.828,39.513,331.697,g,Transantarctic Mountains,1,0,0,0
GRID_00027,-84.789,-115.446,-511253.86486133136,-243264.38215507066,1623.24,317656.08,358.749,-31.828,9.093,24.129,g,Transantarctic Mountains,1,0,0,0
GRID_00028,-84.776,-115.042,-514237.95823751285,-240252.17756140608,1556.92,321878.33,358.749,-31.828,19.986,286.319,g,Transantarctic Mountains,1,0,0,0
GRID_00029,-84.761,-114.192,-519234.2423129768,-233265.984702353,1986.06,330193.3,358.749,-31.828,31.761,210.828,s,Transantarctic Mountains,1,0,0,0
GRID_00030,-84.805,-113.854,-516222.7247431803,-228262.76347931693,2386.91,331139.52,358.749,-31.828,10.592,205.977,s,Transantarctic Mountains,1,0,0,0
GRID_00031,-84.808,-113.761,-516293.8043818466,-227293.03305502876,2576.75,331793.82,358.749,-31.828,33.172,66.36,s,Transantarctic Mountains,1,0,0,0
GRID_00032,-84.803,-113.627,-517322.3936731774,-226302.9700147469,2812.05,333204.48,358.749,-31.828,45.35,233.228,d,Transantarctic Mountains,1,0,0,0
GRID_00033,-84.829,-113.75,-514246.05188928306,-226273.6783008327,2641.47,330944.44,358.749,-31.828,54.399,115.246,s,Transantarctic Mountains,1,0,0,0
GRID_00034,-84.837,-113.791,-513287.5464983203,-226290.47771133838,2472.02,330193.71,358.749,-31.828,11.49,251.763,s,Transantarctic Mountains,1,0,0,0
GRID_00035,-84.846,-113.832,-512229.76150177117,-226262.06173344,2344.45,329444.31,358.749,-31.828,1.455,124.828,s,Transantarctic Mountains,1,0,0,0
GRID_00036,-84.79,-113.454,-519300.95115203,-225302.9073235108,2837.0,335370.92,234.525,-34.197,10.902,192.868,d,Transantarctic Mountains,1,0,0,0
GRID_00037,-84.832,-113.656,-514317.60547978693,-225298.72750866652,2754.29,331605.15,234.525,-34.197,13.387,31.495,d,Transantarctic Mountains,1,0,0,0
GRID_00038,-84.777,-113.281,-521278.1879147968,-224292.96050951956,2443.68,337538.26,234.525,-34.197,39.014,237.096,d,Transantarctic Mountains,1,0,0,0
GRID_00039,-84.781,-113.188,-521241.49232613435,-223275.17790822565,2537.37,338192.0,234.525,-34.197,48.822,8.396,d,Transantarctic Mountains,1,0,0,0
GRID_00040,-86.146,-152.468,-193496.90886818475,-371197.78420736117,1098.55,79843.33,173.745,-27.879,28.2,268.253,c,Transantarctic Mountains,1,0,0,0
GRID_00041,-86.154,-152.404,-193508.59037274832,-370210.74156201904,962.885,80729.13,173.745,-27.879,6.315,254.994,c,Transantarctic Mountains,1,0,0,0
GRID_00042,-86.163,-152.341,-193461.4072868572,-369131.2401956124,1264.94,81617.57,173.745,-27.879,22.449,194.573,c,Transantarctic Mountains,1,0,0,0
GRID_00043,-86.162,-152.034,-195487.45960058132,-368185.3551973857,1220.3,81624.95,173.745,-27.879,50.144,211.734,g,Transantarctic Mountains,1,0,0,0
GRID_00044,-86.166,-152.155,-194506.38681694143,-368212.9194732033,1297.5,82061.85,173.745,-27.879,25.298,234.035,c,Transantarctic Mountains,1,0,0,0
GRID_00045,-86.171,-152.277,-193469.0773915853,-368145.1412552855,1716.75,82508.56,173.745,-27.879,51.521,59.135,g,Transantarctic Mountains,1,0,0,0
GRID_00046,-86.174,-152.091,-194510.5344587942,-367226.97254604206,1441.67,82960.12,173.745,-27.879,22.308,200.568,g,Transantarctic Mountains,1,0,0,0
GRID_00047,-86.179,-152.213,-193474.78838798427,-367159.49044541933,1799.31,83402.02,173.745,-27.879,34.44,288.801,g,Transantarctic Mountains,1,0,0,0
GRID_00048,-86.523,-148.287,-198505.647386562,-321244.97807713744,1556.54,124852.85,99.574,-38.783,6.638,255.602,c,Transantarctic Mountains,1,0,0,0
GRID_00049,-86.572,-148.145,-196490.76971060477,-316228.96238675225,1591.9,130201.54,99.574,-38.783,29.655,86.054,s,Transantarctic Mountains,1,0,0,0
GRID_00050,-85.543,-151.17,-233469.23179574584,-424152.7391619978,324.638,17505.31,232.503,-22.566,23.622,146.841,g,Transantarctic Mountains,1,0,0,0
GRID_00051,-85.551,-151.113,-233470.82174688528,-423158.56161826616,654.306,18502.8,232.503,-22.566,15.203,202.582,g,Transantarctic Mountains,1,0,0,0
GRID_00052,-85.555,-150.952,-234447.76833006085,-422120.58521222015,392.721,19590.83,232.503,-22.566,34.884,322.05,g,Transantarctic Mountains,1,0,0,0
GRID_00053,-85.564,-151.16,-232441.7263290441,-422111.6173147461,725.949,19460.24,232.503,-22.566,23.868,332.987,g,Transantarctic Mountains,1,0,0,0
GRID_00054,-85.565,-150.467,-237476.4937747274,-419174.7836557716,322.964,22492.1,232.503,-22.566,1.211,249.859,g,Transantarctic Mountains,1,0,0,0
GRID_00055,-85.579,-150.778,-234454.51796457512,-419128.98325023224,445.064,22573.45,232.503,-22.566,35.704,262.837,g,Transantarctic Mountains,1,0,0,0
GRID_00056,-85.583,-150.883,-233474.37985403632,-419177.9433638372,523.903,22494.98,232.503,-22.566,29.647,148.949,g,Transantarctic Mountains,1,0,0,0
GRID_00057,-85.573,-150.408,-237478.41931517157,-418173.55803878244,602.929,23485.08,232.503,-22.566,34.405,118.338,g,Transantarctic Mountains,1,0,0,0
GRID_00058,-85.581,-150.35,-237471.2564540681,-417176.9227033432,627.55,24478.13,232.503,-22.566,44.688,270.104,g,Transantarctic Mountains,1,0,0,0
GRID_00059,-85.599,-150.766,-233480.16899029608,-417182.0646516846,762.519,24492.03,232.503,-22.566,34.636,96.83,g,Transantarctic Mountains,1,0,0,0
GRID_00060,-85.604,-150.871,-232450.59202718028,-417134.3056257912,593.008,24459.72,232.503,-22.566,5.177,48.219,g,Transantarctic Mountains,1,0,0,0
GRID_00061,-85.594,-150.394,-236452.44043020747,-416130.0980891973,658.477,25590.59,232.503,-22.566,18.186,111.722,g,Transantarctic Mountains,1,0,0,0
GRID_00062,-85.573,-149.449,-244444.09510683955,-414140.32483041997,489.29,27569.82,232.503,-22.566,10.389,206.234,g,Transantarctic Mountains,1,0,0,0
GRID_00063,-85.636,-150.635,-232460.4790484885,-413140.7814620604,695.974,28459.41,232.503,-22.566,12.318,184.486,g,Transantarctic Mountains,1,0,0,0
GRID_00064,-85.644,-150.576,-232458.43482275726,-412143.50536693796,780.226,29459.34,232.503,-22.566,30.436,295.533,g,Transantarctic Mountains,1,0,0,0
GRID_00065,-85.682,-150.988,-227484.87671450505,-410190.95078213327,873.879,31713.73,232.503,-22.566,19.313,185.652,g,Transantarctic Mountains,1,0,0,0
GRID_00066,-85.687,-151.095,-226455.66251667595,-410139.12699342996,888.503,31856.31,232.503,-22.566,11.065,37.444,g,Transantarctic Mountains,1,0,0,0
GRID_00067,-85.672,-150.503,-231484.26926624493,-409197.0507267422,772.614,32452.62,232.503,-22.566,23.362,96.806,g,Transantarctic Mountains,1,0,0,0
GRID_00068,-85.634,-149.392,-241478.66266852338,-408188.0313778868,624.836,33313.88,232.503,-22.566,13.135,259.016,g,Transantarctic Mountains,1,0,0,0
GRID_00069,-85.68,-150.443,-231483.5551481062,-408197.7471848156,810.162,33452.62,232.503,-22.566,41.931,277.776,g,Transantarctic Mountains,1,0,0,0
GRID_00070,-85.666,-149.854,-236432.0127748816,-407112.95700017165,791.675,34526.66,232.503,-22.566,31.258,284.469,g,Transantarctic Mountains,1,0,0,0
GRID_00071,-85.65,-149.269,-241465.34367510112,-406173.2227586051,845.468,35312.98,232.503,-22.566,25.519,214.746,g,Transantarctic Mountains,1,0,0,0
GRID_00072,-85.715,-150.749,-227440.63293899896,-406107.84678829886,975.809,35684.64,232.503,-22.566,33.655,337.668,g,Transantarctic Mountains,1,0,0,0
GRID_00073,-85.719,-150.857,-226462.93066944767,-406155.976094707,912.144,35811.75,232.503,-22.566,17.673,148.548,g,Transantarctic Mountains,1,0,0,0
GRID_00074,-85.723,-150.689,-227439.95123356453,-405110.9663169138,1098.85,36678.35,232.503,-22.566,21.053,237.639,g,Transantarctic Mountains,1,0,0,0
GRID_00075,-85.724,-149.971,-232444.1810459532,-402134.9413673957,1057.74,39458.81,232.503,-22.566,25.245,287.536,g,Transantarctic Mountains,1,0,0,0
GRID_00076,-85.726,-149.527,-235443.13854891734,-400134.1923235003,1229.46,41587.96,189.181,-29.039,32.929,258.978,g,Transantarctic Mountains,1,0,0,0
GRID_00077,-85.727,-149.083,-238480.91788988147,-398204.4050742583,1035.51,43342.96,189.181,-29.039,16.501,262.664,g,Transantarctic Mountains,1,0,0,0
GRID_00078,-85.751,-149.615,-233453.3983273338,-398150.4670306211,1326.39,43477.37,189.181,-29.039,23.35,52.818,g,Transantarctic Mountains,1,0,0,0
GRID_00079,-86.152,-150.075,-208501.6453679553,-362229.63673554803,2017.13,82666.85,111.92,-31.772,42.179,224.599,g,Transantarctic Mountains,1,0,0,0
GRID_00080,-86.275,-151.105,-195496.260181927,-354213.91982965235,1731.69,94444.45,111.92,-31.772,39.523,104.614,g,Transantarctic Mountains,1,0,0,0
GRID_00081,-86.215,-149.208,-210453.18777723127,-353150.60853753216,1910.64,90898.14,111.92,-31.772,26.127,9.83,g,Transantarctic Mountains,1,0,0,0
GRID_00082,-86.283,-151.036,-195501.60894779855,-353217.4539866111,1752.83,95372.83,111.92,-31.772,36.149,229.474,g,Transantarctic Mountains,1,0,0,0
GRID_00083,-86.288,-151.16,-194474.57053998212,-353163.68017769797,1687.51,95747.16,111.92,-31.772,35.275,118.262,g,Transantarctic Mountains,1,0,0,0
GRID_00084,-86.218,-149.017,-211461.40694174537,-352167.52366032696,1855.97,91657.13,111.92,-31.772,16.014,18.033,g,Transantarctic Mountains,1,0,0,0
GRID_00085,-86.291,-150.967,-195504.84379678188,-352221.49365811265,1637.28,96302.64,111.92,-31.772,54.258,272.704,g,Transantarctic Mountains,1,0,0,0
GRID_00086,-86.296,-151.092,-194473.2424509332,-352171.44171334314,1690.73,96673.37,111.92,-31.772,38.573,86.707,g,Transantarctic Mountains,1,0,0,0
GRID_00087,-86.3,-151.216,-193501.27311010475,-352210.4532607641,1464.3,97052.99,111.92,-31.772,31.375,154.873,g,Transantarctic Mountains,1,0,0,0
GRID_00088,-86.299,-150.898,-195505.9659555297,-351226.0424796118,1338.81,97233.85,111.92,-31.772,28.456,280.714,g,Transantarctic Mountains,1,0,0,0
GRID_00089,-86.304,-151.023,-194475.96484823924,-351176.3143029723,1655.81,97601.04,111.92,-31.772,14.182,176.915,c,Transantarctic Mountains,1,0,0,0
GRID_00090,-86.308,-151.148,-193499.5615176174,-351218.965498513,1771.0,97977.07,111.92,-31.772,6.694,196.349,g,Transantarctic Mountains,1,0,0,0
GRID_00091,-86.252,-149.355,-207496.50632632602,-350229.3464927923,1321.07,94519.47,111.92,-31.772,2.228,308.139,g,Transantarctic Mountains,1,0,0,0
GRID_00092,-86.312,-150.953,-194482.68685241186,-350178.30143993214,1902.5,98530.13,111.92,-31.772,21.512,120.563,g,Transantarctic Mountains,1,0,0,0
GRID_00093,-86.316,-151.078,-193507.99674389497,-350221.22805120697,2223.59,98902.62,111.92,-31.772,29.688,176.219,g,Transantarctic Mountains,1,0,0,0
GRID_00094,-86.26,-149.283,-207492.29064528111,-349220.7719798006,1450.62,95488.97,111.92,-31.772,51.987,62.319,g,Transantarctic Mountains,1,0,0,0
GRID_00095,-86.32,-150.884,-194481.1687559954,-349184.19540358806,1878.03,99460.59,111.92,-31.772,43.567,333.403,g,Transantarctic Mountains,1,0,0,0
GRID_00096,-86.324,-151.009,-193508.19031897373,-349227.37632821035,2052.63,99829.61,111.92,-31.772,50.716,80.557,g,Transantarctic Mountains,1,0,0,0
GRID_00097,-86.259,-148.968,-209465.11979541308,-348167.88851527806,1500.75,95995.27,111.92,-31.772,35.107,238.065,g,Transantarctic Mountains,1,0,0,0
GRID_00098,-86.268,-149.211,-207485.87061829862,-348212.7658450432,1540.84,96459.05,111.92,-31.772,48.062,107.091,g,Transantarctic Mountains,1,0,0,0
GRID_00099,-86.262,-148.775,-210467.68812449562,-347181.4915396336,1430.91,96755.6,111.92,-31.772,8.662,106.609,c,Transantarctic Mountains,1,0,0,0
GRID_00100,-86.271,-149.017,-208495.846685614,-347228.68386553176,1483.67,97195.26,111.92,-31.772,30.263,221.48,g,Transantarctic Mountains,1,0,0,0
GRID_00101,-86.276,-149.138,-207483.30751322833,-347201.7108108547,1986.74,97429.7,111.92,-31.772,52.19,209.413,g,Transantarctic Mountains,1,0,0,0
GRID_00102,-86.281,-149.26,-206465.75487487487,-347175.6167260798,1397.88,97673.64,111.92,-31.772,47.125,51.147,g,Transantarctic Mountains,1,0,0,0
GRID_00103,-86.284,-149.065,-207478.5077059035,-346191.23229753994,1719.68,98400.94,111.92,-31.772,24.514,274.537,g,Transantarctic Mountains,1,0,0,0
GRID_00104,-86.289,-149.187,-206462.513099172,-346165.4867865487,1514.12,98642.55,111.92,-31.772,33.254,65.735,g,Transantarctic Mountains,1,0,0,0
GRID_00105,-86.278,-148.628,-210452.38334462623,-345155.53095882316,1480.7,98711.86,111.92,-31.772,3.509,100.998,c,Transantarctic Mountains,1,0,0,0
GRID_00106,-86.292,-148.992,-207471.47266271175,-345181.3343521662,1613.65,99372.75,111.92,-31.772,53.471,279.72,g,Transantarctic Mountains,1,0,0,0
GRID_00107,-86.285,-148.554,-210501.06375913182,-344234.3357261534,1683.2,99690.63,111.92,-31.772,37.638,170.459,g,Transantarctic Mountains,1,0,0,0
GRID_00108,-86.311,-148.649,-208459.72464624885,-342169.52948116243,1427.97,102068.16,111.92,-31.772,10.601,312.145,c,Transantarctic Mountains,1,0,0,0
GRID_00109,-86.304,-148.209,-211482.04785926436,-341205.2872748682,1485.5,102432.79,111.92,-31.772,20.389,209.179,c,Transantarctic Mountains,1,0,0,0
GRID_00110,-86.309,-148.331,-210469.7222515739,-341192.2941606016,1451.65,102629.41,111.92,-31.772,2.238,30.229,c,Transantarctic Mountains,1,0,0,0
GRID_00111,-86.314,-148.452,-209464.36756729544,-341172.88461610826,1430.21,102832.17,111.92,-31.772,5.514,158.767,c,Transantarctic Mountains,1,0,0,0
GRID_00112,-86.319,-148.574,-208454.08139756942,-341154.3921278138,1409.38,103044.2,111.92,-31.772,5.564,81.775,c,Transantarctic Mountains,1,0,0,0
GRID_00113,-86.323,-148.697,-207495.34276548153,-341229.6354627185,1666.3,103265.37,111.92,-31.772,28.817,196.195,g,Transantarctic Mountains,1,0,0,0
GRID_00114,-86.292,-147.651,-215492.83514944036,-340231.39707151137,2402.96,102715.29,132.521,-33.711,40.114,328.972,g,Transantarctic Mountains,1,0,0,0
GRID_00115,-86.297,-147.771,-214489.95730964767,-340222.25677720003,2282.61,102875.85,132.521,-33.711,48.301,182.214,g,Transantarctic Mountains,1,0,0,0
GRID_00116,-86.302,-147.892,-213482.12730832497,-340214.13744779135,1859.25,103045.88,111.92,-31.772,41.664,120.968,g,Transantarctic Mountains,1,0,0,0
GRID_00117,-86.307,-148.013,-212475.29033673418,-340203.28211507417,1528.67,103225.26,111.92,-31.772,15.898,236.157,g,Transantarctic Mountains,1,0,0,0
GRID_00118,-86.312,-148.134,-211469.45344775508,-340189.69493974536,1693.67,103413.82,111.92,-31.772,44.011,330.808,g,Transantarctic Mountains,1,0,0,0
GRID_00119,-86.317,-148.256,-210458.6865035533,-340177.0533488971,1419.43,103609.75,111.92,-31.772,2.451,223.755,c,Transantarctic Mountains,1,0,0,0
GRID_00120,-86.322,-148.377,-209454.87121823896,-340157.9975207772,1403.59,103810.63,111.92,-31.772,12.23,356.45,c,Transantarctic Mountains,1,0,0,0
GRID_00121,-86.326,-148.5,-208496.99380349604,-340236.17109951575,1529.67,104020.7,111.92,-31.772,9.987,16.219,c,Transantarctic Mountains,1,0,0,0
GRID_00122,-86.331,-148.622,-207489.0949444576,-340215.38693354244,1718.98,104239.79,111.92,-31.772,34.51,339.476,g,Transantarctic Mountains,1,0,0,0
GRID_00123,-86.336,-148.745,-206476.29450980024,-340195.4603316949,1617.88,104468.0,111.92,-31.772,33.251,109.423,g,Transantarctic Mountains,1,0,0,0
GRID_00124,-86.325,-148.18,-210451.27589016306,-339158.75775397697,1430.86,104590.18,111.92,-31.772,12.455,201.27,c,Transantarctic Mountains,1,0,0,0
GRID_00125,-86.329,-148.302,-209500.18932085283,-339236.20013185503,1557.42,104789.5,111.92,-31.772,6.495,197.976,c,Transantarctic Mountains,1,0,0,0
GRID_00126,-86.334,-148.424,-208492.81626549156,-339218.53575754364,1874.36,104997.6,111.92,-31.772,38.003,295.264,g,Transantarctic Mountains,1,0,0,0
GRID_00127,-86.339,-148.547,-207480.55025199658,-339201.74417177384,1792.09,105214.7,111.92,-31.772,23.716,163.242,g,Transantarctic Mountains,1,0,0,0
GRID_00128,-86.344,-148.67,-206469.3193106367,-339182.1732058187,1642.41,105440.79,111.92,-31.772,43.138,162.53,g,Transantarctic Mountains,1,0,0,0
GRID_00129,-86.349,-148.793,-205459.13070101023,-339159.827229087,1431.01,105675.87,111.92,-31.772,1.826,158.952,c,Transantarctic Mountains,1,0,0,0
GRID_00130,-86.332,-148.104,-210498.96581034776,-338233.36255627923,1829.15,105570.63,111.92,-31.772,26.66,18.982,g,Transantarctic Mountains,1,0,0,0
GRID_00131,-86.337,-148.226,-209492.12807602974,-338218.8140956522,1810.3,105768.76,111.92,-31.772,28.147,173.557,g,Transantarctic Mountains,1,0,0,0
GRID_00132,-86.342,-148.349,-208480.40604767692,-338205.1535986868,1871.46,105974.94,111.92,-31.772,36.124,211.416,g,Transantarctic Mountains,1,0,0,0
GRID_00133,-86.356,-148.718,-205507.8622972665,-338240.3858369403,1790.33,106647.03,111.92,-31.772,36.379,71.465,g,Transantarctic Mountains,1,0,0,0
GRID_00134,-85.627,-148.751,-246424.94192327285,-406111.7175482804,666.173,35769.3,232.503,-22.566,18.906,183.154,g,Transantarctic Mountains,1,0,0,0
GRID_00135,-85.753,-149.168,-236441.03040811117,-396130.32976744993,1580.92,45471.81,189.181,-29.039,25.997,2.381,g,Transantarctic Mountains,1,0,0,0
GRID_00136,-85.779,-148.805,-237481.76854389923,-392206.24668563926,1864.02,49387.6,189.181,-29.039,41.033,254.374,g,Transantarctic Mountains,1,0,0,0
GRID_00137,-85.783,-148.633,-238431.71137705585,-391120.22524707805,1837.55,50336.72,189.181,-29.039,9.644,220.705,g,Transantarctic Mountains,1,0,0,0
GRID_00138,-85.795,-148.675,-237466.63586544033,-390180.3791548669,2002.42,51384.11,189.181,-29.039,21.051,45.758,g,Transantarctic Mountains,1,0,0,0
GRID_00139,-85.93,-151.418,-211500.2318109482,-388209.0005085572,1376.72,56969.51,173.745,-27.879,31.53,177.423,g,Transantarctic Mountains,1,0,0,0
GRID_00140,-85.935,-151.532,-210468.29870214596,-388151.2001379692,864.558,57315.51,173.745,-27.879,14.356,119.255,c,Transantarctic Mountains,1,0,0,0
GRID_00141,-85.925,-151.015,-214488.92139173287,-387187.27824975364,914.786,56983.03,189.181,-29.039,33.241,190.579,g,Transantarctic Mountains,1,0,0,0
GRID_00142,-85.93,-151.129,-213455.65981997957,-387137.25915074995,1199.53,57276.84,173.745,-27.879,36.795,257.495,g,Transantarctic Mountains,1,0,0,0
GRID_00143,-85.934,-151.242,-212482.50817160495,-387176.26307592273,1506.42,57586.5,173.745,-27.879,31.04,135.132,g,Transantarctic Mountains,1,0,0,0
GRID_00144,-85.939,-151.356,-211451.1619806542,-387121.21855594974,1564.28,57911.55,173.745,-27.879,37.059,238.031,g,Transantarctic Mountains,1,0,0,0
GRID_00145,-85.943,-151.47,-210472.8019128402,-387159.1190175323,1120.83,58251.95,173.745,-27.879,11.21,56.263,g,Transantarctic Mountains,1,0,0,0
GRID_00146,-85.855,-149.062,-231472.0653321929,-386180.16733855987,1299.39,55452.56,189.181,-29.039,26.153,89.655,g,Transantarctic Mountains,1,0,0,0
GRID_00147,-85.92,-150.614,-217460.21036277257,-386150.28805199795,914.506,57171.07,189.181,-29.039,33.652,211.493,g,Transantarctic Mountains,1,0,0,0
GRID_00148,-85.924,-150.727,-216485.57795708545,-386199.08520986495,1052.84,57412.0,189.181,-29.039,43.345,186.71,g,Transantarctic Mountains,1,0,0,0
GRID_00149,-85.929,-150.839,-215465.36825281434,-386146.84480973746,1446.32,57668.95,189.181,-29.039,36.269,189.156,g,Transantarctic Mountains,1,0,0,0
GRID_00150,-85.933,-150.953,-214485.4986762217,-386194.62135945226,1548.7,57942.03,189.181,-29.039,11.268,190.657,g,Transantarctic Mountains,1,0,0,0
GRID_00151,-85.938,-151.066,-213460.4380539413,-386141.15862931596,1589.34,58231.0,173.745,-27.879,25.228,298.571,g,Transantarctic Mountains,1,0,0,0
GRID_00152,-85.942,-151.18,-212482.092802793,-386184.1147257373,1814.75,58535.63,173.745,-27.879,24.754,136.951,g,Transantarctic Mountains,1,0,0,0
GRID_00153,-85.947,-151.294,-211452.20594441876,-386129.3560417912,1658.49,58855.5,173.745,-27.879,31.403,97.106,g,Transantarctic Mountains,1,0,0,0
GRID_00154,-85.951,-151.408,-210475.40712924,-386167.4874801217,1166.79,59190.47,173.745,-27.879,21.015,172.562,g,Transantarctic Mountains,1,0,0,0
GRID_00155,-85.955,-151.522,-209499.29503039084,-386203.2630003433,1031.03,59540.35,173.745,-27.879,56.017,113.23,g,Transantarctic Mountains,1,0,0,0
GRID_00156,-85.914,-150.213,-220481.4859918554,-385185.0038225672,1130.99,57523.02,189.181,-29.039,38.094,200.697,g,Transantarctic Mountains,1,0,0,0
GRID_00157,-85.928,-150.55,-217463.79579680288,-385149.7973925214,1428.4,58144.04,189.181,-29.039,31.078,130.485,g,Transantarctic Mountains,1,0,0,0
GRID_00158,-85.932,-150.663,-216490.71408885653,-385198.84327910095,1219.59,58381.08,189.181,-29.039,24.027,221.265,c,Transantarctic Mountains,1,0,0,0
GRID_00159,-85.937,-150.776,-215465.20881126198,-385150.6740690219,1533.87,58633.78,189.181,-29.039,17.699,256.972,g,Transantarctic Mountains,1,0,0,0
GRID_00160,-85.941,-150.89,-214486.90449510186,-385198.6866185729,1833.7,58902.39,189.181,-29.039,32.285,191.354,g,Transantarctic Mountains,1,0,0,0
GRID_00161,-85.946,-151.003,-213463.28650289748,-385145.5204978638,1706.8,59186.67,173.745,-27.879,12.806,166.973,g,Transantarctic Mountains,1,0,0,0
GRID_00162,-85.95,-151.117,-212486.50452135323,-385188.71691895643,2116.51,59486.41,173.745,-27.879,34.146,163.03,g,Transantarctic Mountains,1,0,0,0
GRID_00163,-85.955,-151.231,-211458.0754436402,-385134.2587981688,1970.77,59801.27,173.745,-27.879,34.697,170.684,g,Transantarctic Mountains,1,0,0,0
GRID_00164,-85.959,-151.345,-210482.8378933053,-385172.6349012194,1491.38,60130.97,173.745,-27.879,27.306,255.092,g,Transantarctic Mountains,1,0,0,0
GRID_00165,-85.963,-151.46,-209501.56291932173,-385212.31390686834,1620.36,60475.42,173.745,-27.879,41.653,92.469,g,Transantarctic Mountains,1,0,0,0
GRID_00166,-86.028,-153.209,-194461.86961485798,-385119.37352236087,1232.31,67223.51,173.745,-27.879,42.655,112.561,g,Transantarctic Mountains,1,0,0,0
GRID_00167,-86.032,-153.327,-193473.11292842266,-385130.4885615104,992.958,67760.23,173.745,-27.879,8.58,122.737,c,Transantarctic Mountains,1,0,0,0
