grid_id,pred_d15n_air_permil,kriging_residual,kriging_variance,final_regression_kriging
GRID_00117,-3.96385,1.5422275513755686,30.615693503506087,-2.421622448624431
GRID_00118,-2.77325,1.537242727542405,30.60768030862819,-1.236007272457595
GRID_00119,-4.0684,1.5321921587481395,30.599698937767144,-2.5362078412518603
GRID_00120,-2.6253,1.5271357029519634,30.59197363062678,-1.0981642970480368
GRID_00121,-3.5764866666666677,1.5222715925010502,30.582991232294695,-2.0542150741656178
GRID_00122,-2.280250000000001,1.5171150685964696,30.575430912797266,-0.7631349314035314
GRID_00123,-4.035349999999999,1.5118936685402242,30.56790191207805,-2.523456331459775
GRID_00124,-5.735499999999998,1.532147017305336,30.617518759818566,-4.203352982694662
GRID_00125,-4.8179,1.527370011599555,30.6085200149209,-3.290529988400445
GRID_00126,-3.1836499999999996,1.5222708696499128,30.60082359969734,-1.6613791303500869
GRID_00127,-3.4371200000000006,1.5171070910358952,30.59315836076039,-1.9200129089641054
GRID_00128,-3.668719999999999,1.5119092380486492,30.585634464707834,-2.15681076195135
GRID_00129,-4.462799999999998,1.5066780061344567,30.578250514465964,-2.9561219938655414
GRID_00130,-2.960950000000002,1.5323809081932793,30.63417272155823,-1.4285690918067229
GRID_00131,-2.962600000000001,1.5273384684402649,30.62634121970391,-1.4352615315597361
GRID_00132,-3.2072000000000003,1.522231665842677,30.618540668082684,-1.6849683341573232
GRID_00133,-3.7495500000000015,1.5069942760974995,30.594783820456783,-2.242555723902502
GRID_00134,-6.671599999999999,1.701037408750619,29.89384785619798,-4.970562591249379
GRID_00135,-3.5582666666666665,1.669009289392094,29.90441052426177,-1.8892573772745724
GRID_00136,-6.863050000000003,1.6709000182321652,29.98059192701635,-5.192149981767837
GRID_00137,-5.804200000000002,1.6738178240994834,30.00996806122723,-4.130382175900518
GRID_00138,-6.41445,1.669860529765795,30.013235225632382,-4.744589470234206
GRID_00139,-5.797700000000001,1.5387127167031707,29.802430753897823,-4.25898728329683
GRID_00140,-7.209599999999999,1.5323630016245742,29.79608548003055,-5.677236998375425
GRID_00141,-4.914299999999998,1.5567271612624054,29.840343419632777,-3.3575728387375925
GRID_00142,-5.657050000000001,1.5506151583061079,29.833418750831726,-4.106434841693893
GRID_00143,-6.970749999999998,1.5447876452065485,29.825666664631605,-5.42596235479345
GRID_00144,-6.954550000000001,1.5385493519180955,29.819100188625445,-5.416000648081906
GRID_00145,-4.975850000000001,1.5325573702681616,29.81157713422425,-3.4432926297318396
GRID_00146,-3.7318000000000007,1.643802024022963,30.01002864211285,-2.0879979759770375
GRID_00147,-4.5196999999999985,1.57373382997797,29.880044478772724,-2.9459661700220288
GRID_00148,-4.683999999999998,1.56822875942867,29.87150137037964,-3.1157712405713287
GRID_00149,-6.7768,1.5623786190847602,29.86436928535397,-5.2144213809152395
GRID_00150,-6.956100000000001,1.556693005450097,29.856095833748835,-5.399406994549905
GRID_00151,-6.51225,1.5506693579864763,29.84923143148664,-4.961580642013524
GRID_00152,-6.506250000000001,1.5448506230752794,29.84131866495625,-4.961399376924722
GRID_00153,-6.643400000000001,1.5386619687843053,29.83470176323729,-5.104738031215695
GRID_00154,-4.776119999999999,1.532720271354182,29.827125661552458,-3.2433997286458167
GRID_00155,-5.2768500000000005,1.5267201602577516,29.819707010391816,-3.750129839742249
GRID_00156,-4.749499999999998,1.5901006422405162,29.920764225407616,-3.159399357759481
GRID_00157,-6.95285,1.5736167199795779,29.89619867833247,-5.379233280020422
GRID_00158,-6.3472,1.5681560703615385,29.887611022552107,-4.779043929638462
GRID_00159,-7.784249999999998,1.5623132373541966,29.880321052125854,-6.221936762645802
GRID_00160,-6.7076,1.5566740361170832,29.87200028526084,-5.1509259638829175
GRID_00161,-6.49502,1.5506974787226144,29.86508906036079,-4.944322521277385
GRID_00162,-6.18022,1.5449268848772078,29.857126415445514,-4.635293115122792
GRID_00163,-6.23812,1.5387869782717931,29.85046076468499,-4.699333021728207
GRID_00164,-7.533549999999999,1.5328946404559778,29.842833397385075,-6.000655359544021
GRID_00165,-4.682600000000002,1.5269025690003826,29.835258353412417,-3.155697430999619
GRID_00166,-5.81975,1.4289946688097452,29.74093762451698,-4.390755331190254
GRID_00167,-6.850199999999997,1.4222164947438356,29.735000532529718,-5.427983505256162
GRID_00168,-5.235599999999997,1.605434846683564,29.963433191246576,-3.630165153316433
GRID_00169,-5.34425,1.6002387708097656,29.95484930510082,-3.7440112291902343
GRID_00170,-5.631499999999999,1.5949266471605874,29.946374377991056,-4.036573352839412
GRID_00171,-6.412050000000001,1.5898437681427808,29.93705470869272,-4.82220623185722
GRID_00172,-6.7108500000000015,1.5734438144734493,29.912266464893417,-5.137406185526553
GRID_00173,-6.905500000000001,1.568025353553447,29.90363909455175,-5.3374746464465535
GRID_00174,-7.17875,1.562226296799901,29.896308220317923,-5.616523703200099
GRID_00175,-6.4574500000000015,1.5566704288753566,29.88805517047824,-4.9007795711246445
GRID_00176,-5.9833500000000015,1.5388843932786962,29.86626768208194,-4.444465606721305
GRID_00177,-6.39125,1.5329991302429946,29.85848558667037,-4.858250869757006
GRID_00178,-6.45565,1.5267520151251108,29.852000975122728,-4.928897984874889
GRID_00179,-4.974449999999998,1.4297866765943397,29.755715078369946,-3.5446633234056586
GRID_00180,-6.2907,1.4230071122505246,29.749654623810624,-4.867692887749476
GRID_00181,-2.9558666666666675,1.6098724886882083,29.989805334825633,-1.3459941779784592
GRID_00182,-6.265966666666668,1.6050957004692612,29.979935461896716,-4.6608709661974075
GRID_00183,-4.642999999999999,1.599899145492529,29.971206963540475,-3.04310085450747
GRID_00184,-6.815450000000002,1.5895732044473299,29.953362968610364,-5.225876795552672
GRID_00185,-5.1568,1.5841397344521395,29.94529982951288,-3.57266026554786
GRID_00186,-5.989849999999999,1.5506811937490792,29.89692682363976,-4.43916880625092
GRID_00187,-4.73675,1.5269174768679266,29.867762538144923,-3.2098325231320732
GRID_00188,-6.386386666666666,1.430537905289301,29.770566699346084,-4.955848761377364
GRID_00189,-5.2589999999999995,1.4238051370715041,29.764473300077167,-3.8351948629284953
GRID_00190,-5.31875,1.6047469473526457,29.996445812001983,-3.714003052647354
GRID_00191,-7.136799999999999,1.599581971390416,29.987699180015255,-5.537218028609583
GRID_00192,-2.7578000000000005,1.5211517308361653,29.876014401957285,-1.2366482691638352
GRID_00193,-5.613449999999999,1.444532314296546,29.798033425906063,-4.168917685703454
GRID_00194,-5.499149999999998,1.4379534974711374,29.791803854896564,-4.061196502528861
GRID_00195,-5.44555,1.4312969575571768,29.78558110398587,-4.014253042442823
GRID_00196,-5.155799999999998,1.6091409599596946,30.022985690853737,-3.5466590400403035
GRID_00197,-6.7639499999999995,1.604420998503662,30.01308889902441,-5.159529001496337
GRID_00198,-6.838050000000001,1.5992870715849572,30.004325153680913,-5.238762928415044
GRID_00199,-6.114,1.5390643254732053,29.914054481381523,-4.574935674526794
GRID_00200,-4.73775,1.4451604184520868,29.813183766013424,-3.2925895815479134
GRID_00201,-5.52075,1.438581343135587,29.80682756490927,-4.082168656864413
GRID_00202,-5.505919999999999,1.4319706456207006,29.80057257066104,-4.073949354379298
GRID_00203,-3.9869999999999974,1.6090807832100127,30.03861388286848,-2.3779192167899845
GRID_00204,-7.095549999999999,1.6040543149417519,30.029612140305908,-5.491495685058247
GRID_00205,-4.931590000000001,1.533359543651339,29.922073595222265,-3.398230456348662
GRID_00206,-5.99245,1.4392652091454614,29.82210211962783,-4.553184790854538
GRID_00207,-5.562520000000003,1.5986351543454327,30.03747701703048,-3.96388484565457
GRID_00208,-5.376100000000003,1.5937904418577526,30.027841309246412,-3.7823095581422503
GRID_00209,-4.5095,1.6083325177648866,30.0719417259197,-2.9011674822351132
GRID_00210,-7.0344,1.598311439167147,30.054125065643056,-5.436088560832853
GRID_00211,-6.439650000000001,1.607978319544951,30.08873548452631,-4.831671680455051
GRID_00212,-7.286050000000001,1.6030309948397876,30.079712015261634,-5.683019005160213
GRID_00213,-7.023050000000001,1.5979789885361344,30.070778395876346,-5.425071011463867
GRID_00214,-6.4901,1.6076171631030198,30.105529833443,-4.88248283689698
GRID_00215,-7.445550000000002,1.6026948372498337,30.096502059088984,-5.842855162750168
GRID_00216,-5.304619999999999,1.5391263334731817,29.99499536399947,-3.765493666526817
GRID_00217,-6.282799999999998,1.5335467250964876,29.98680071057456,-4.749253274903511
GRID_00218,-8.19445,1.6072493559314192,30.122324077516666,-6.587200644068581
GRID_00219,-6.836849999999998,1.5391026572479165,30.011337721307058,-5.297747342752082
GRID_00220,-3.8049999999999993,1.4354606820392934,29.8939619996569,-2.369539317960706
GRID_00221,-6.962999999999998,1.4423782188405092,29.916200406290173,-5.520621781159489
GRID_00222,-6.393950000000001,1.435713478944327,29.91077275562983,-4.9582365210556745
GRID_00223,-6.216366666666669,1.4428785042000924,29.931963234893598,-4.773488162466577
GRID_00224,-5.700550000000001,1.4362550952561435,29.926513336216686,-4.264294904743857
GRID_00225,-4.912899999999999,1.4298778609664002,29.91995289545769,-3.4830221390335985
GRID_00226,-7.888749999999999,1.5500071121457915,30.07665892014807,-6.338742887854208
GRID_00227,-5.0922,1.5218773808903099,30.038393488226106,-3.57032261910969
GRID_00228,-6.9163,1.4495798717185857,29.954483546644564,-5.466720128281414
GRID_00229,-5.603350000000001,1.4430711370681726,29.948994617629328,-4.160278862931828
GRID_00230,-5.8421,1.4367677351773094,29.942301682328285,-4.405332264822691
GRID_00231,-8.031749999999999,1.4304318194207335,29.93571737661194,-6.601318180579265
GRID_00232,-6.9633,1.5606044196653355,30.10987034944916,-5.402695580334665
GRID_00233,-5.4544000000000015,1.5498844915729233,30.09324170805477,-3.904515508427078
GRID_00234,-7.1709499999999995,1.544593933584821,30.08460778589197,-5.626356066415179
GRID_00235,-7.805949999999997,1.5277653370845208,30.0618335267748,-6.278184662915476
GRID_00236,-6.81315,1.5604389998745554,30.126613982384683,-5.252711000125445
GRID_00237,-5.0699000000000005,1.5332127319645121,30.086652270075852,-3.5366872680354886
GRID_00238,-6.671850000000001,1.5656275730860407,30.151409341831712,-5.10622242691396
GRID_00239,-7.498750000000002,1.5602619095680654,30.143368158177584,-5.938488090431937
GRID_00240,-7.299399999999999,1.5277142289700814,30.144977954687675,-5.771685771029917
GRID_00241,-6.359949999999999,1.5220172690164029,30.137816677186834,-4.837932730983596
GRID_00242,-6.75435,1.4392565860754993,30.039747446297778,-5.3150934139245
GRID_00243,-8.657500000000002,1.4331177930542005,30.032946632744533,-7.224382206945802
GRID_00244,-2.665700000000001,1.5277084702646202,30.161814081220214,-1.1379915297353809
GRID_00245,-4.1567,1.5493786642518914,30.209923066184142,-2.607321335748108
GRID_00246,-3.2440499999999997,1.543970282266825,30.20221311026525,-1.7000797177331746
GRID_00247,-7.49187,1.5647658264069642,30.25208807848293,-5.927104173593035
GRID_00248,-3.98445,1.549225867967569,30.22682527474676,-2.435224132032431
GRID_00249,-3.878949999999999,1.5331327433670154,30.219772785595133,-2.3458172566329836
GRID_00251,-6.178958888888887,1.2247139276509036,29.112402827643226,-4.954244961237983
GRID_00257,-6.805744166666666,1.2487600400736034,29.129508505699043,-5.556984126593063
GRID_00260,-7.708336666666665,1.3115037094646376,29.178977264123493,-6.396832957202028
GRID_00261,-7.714436666666667,1.2963592832876583,29.165217987161775,-6.418077383379009
GRID_00262,-7.033324166666665,1.316669487792279,29.18258349524882,-5.716654678874386
GRID_00263,-7.081006666666666,1.298833510871015,29.166560852377447,-5.782173155795651
GRID_00264,-8.74637333333333,1.3214203070883859,29.186679789790766,-7.4249530262449435
GRID_00265,-7.691323333333332,1.3340011512085734,29.19756366037649,-6.357322182124759
GRID_00266,-7.154903333333327,1.3261592838804666,29.191470893877785,-5.828744049452861
GRID_00267,-5.830853333333332,1.3183990948698192,29.185436575630533,-4.512454238463513
GRID_00268,-6.92960333333333,1.3026308394042023,29.172963676043217,-5.626972493929127
GRID_00269,-7.238923333333331,1.3465709100260064,29.208503216594064,-5.892352423307325
GRID_00270,-6.139253333333332,1.3308051326648667,29.19643369383337,-4.808448200668465
GRID_00271,-5.9863866666666645,1.322949806869856,29.190463608017268,-4.663436859796809
GRID_00272,-7.388244166666664,1.3151020742084911,29.184483968053208,-6.0731420924581725
GRID_00273,-8.507353333333333,1.3512254820862022,29.213472215099443,-7.15612785124713
GRID_00274,-6.137744166666665,1.3274828672308683,29.19572829058624,-4.810261299435797
GRID_00275,-8.130486666666663,1.3038443471333108,29.178053868296125,-6.826642319533352
GRID_00276,-7.321353333333332,1.4420507561937093,29.27985992387564,-5.879302577139622
GRID_00277,-5.411253333333333,1.3399709698618694,29.207249738485274,-4.071282363471464
GRID_00278,-5.498914166666667,1.3082410713584371,29.183846407300166,-4.19067309530823
GRID_00279,-6.804411666666663,1.4470451216463385,29.283913780149167,-5.357366545020325
GRID_00280,-5.720977499999998,1.4392150306127063,29.278596820432256,-4.281762469387292
GRID_00281,-7.014174166666667,1.4313831940737909,29.273281952424313,-5.582790972592876
GRID_00282,-3.9998866666666673,1.3285174407596525,29.201574123643994,-2.6713692259070148
GRID_00283,-5.188736666666666,1.3205617728822003,29.195880094926096,-3.8681748937844658
GRID_00284,-6.4343733333333315,1.4517853932117342,29.288124806125026,-4.982587940121597
GRID_00285,-5.362186666666665,1.3566957390339827,29.22443052912458,-4.005490927632683
GRID_00286,-4.437553333333332,1.3168181616577717,29.196327857029168,-3.1207351716755602
GRID_00287,-4.801107499999999,1.4563832319894385,29.29261883432214,-3.34472426801056
GRID_00288,-5.230486666666666,1.3369809335814058,29.21410414927839,-3.8935057330852603
GRID_00289,-4.397103333333332,1.3290077972625183,29.208631255360956,-3.068095536070814
GRID_00290,-4.237086666666666,1.3209224533535688,29.20266496427978,-2.9161642133130967
GRID_00291,-6.67875333333333,1.4529045633081938,29.29255581949625,-5.225848770025136
GRID_00292,-6.657153333333331,1.389046586030825,29.252441279821586,-5.268106747302506
GRID_00293,-6.762233333333331,1.3810593864392076,29.247279824450093,-5.3811739468941235
GRID_00294,-4.633677499999999,1.401133950929195,29.263574498698667,-3.2325435490708045
GRID_00295,-4.087024166666665,1.3931246021442734,29.258541745896014,-2.6938995645223915
GRID_00296,-5.197327500000001,1.3851290094471946,29.253482958633064,-3.8121984905528064
GRID_00297,-5.519403333333332,1.3770732479736536,29.248336717789158,-4.142330085359679
GRID_00298,-4.574053333333332,1.3369853308680604,29.22177139643785,-3.2370680024652714
GRID_00299,-4.881536666666666,1.329018526622903,29.21646661193195,-3.5525181400437633
GRID_00300,-5.430803333333333,1.4051863294860363,29.270283924585346,-4.025617003847297
GRID_00301,-5.497503333333332,1.3970968268742021,29.265296422628108,-4.100406506459129
GRID_00302,-5.3539741666666645,1.3890961689981205,29.26034127937414,-3.9648779976685438
GRID_00303,-6.512703333333333,1.381021338409734,29.254860364588644,-5.131681994923598
GRID_00304,-6.275553333333331,1.3730502741120003,29.24984269646685,-4.902503059221331
GRID_00305,-5.371936666666667,1.3569333268934944,29.239539254294314,-4.015003339773172
GRID_00306,-4.6025141666666665,1.332891887309484,29.223441513906977,-3.2696222793571827
GRID_00307,-6.460136666666665,1.40901164690974,29.276795554243897,-5.051125019756926
GRID_00308,-6.574336666666666,1.392917436272846,29.26702902475648,-5.18141923039382
GRID_00309,-6.381203333333333,1.384857083258523,29.262070804457718,-4.99634625007481
GRID_00310,-5.950924166666665,1.3768125660785075,29.25708373216459,-4.574111600588157
GRID_00311,-4.281353333333332,1.412783438366321,29.283617364553727,-2.8685698949670106
GRID_00312,-7.333453333333331,1.3600274100942071,29.25671894809272,-5.973425923239124
GRID_00313,-6.874019999999997,1.3635296702129145,29.264438389586566,-5.510490329787083
GRID_00314,-6.704606666666664,1.3554961676518826,29.25949163828181,-5.349110499014781
GRID_00315,-5.358203333333331,1.347407875425364,29.254453541551676,-4.010795457907967
GRID_00316,-4.447450833333332,1.3668887255075215,29.272953414793324,-3.0805621078258105
GRID_00317,-5.7602033333333305,1.3589025248671502,29.267476508501794,-4.40130080846618
GRID_00318,-4.442153333333332,1.3508259433520406,29.262498351944515,-3.0913273899812914
GRID_00319,-8.29937333333333,1.2914372585838043,29.170769231782884,-7.007936074749526
GRID_00320,-7.7720866666666675,1.2841497563106372,29.16315631672904,-6.48793691035603
GRID_00321,-8.41245333333333,1.295326115535607,29.16900877009768,-7.117127217797723
GRID_00322,-8.356123333333333,1.2878852630722921,29.161683527773384,-7.068238070261041
GRID_00323,-6.208497500000001,1.3084008382729102,29.179368102827066,-4.9000966617270905
GRID_00324,-6.704306666666667,1.3007310280328728,29.172183993123426,-5.403575638633794
GRID_00325,-7.238586666666667,1.2932609117424751,29.16501120093459,-5.945325754924192
GRID_00326,-7.1316941666666676,1.2909797744147666,29.161399833738905,-5.8407143922519005
GRID_00327,-6.327952222222218,1.3933235144795177,29.25563223198875,-4.9346287077427
GRID_00328,-7.173975555555553,1.3860487470065121,29.248448834676108,-5.787926808549041
GRID_00329,-0.7985616666666666,1.3990457588619525,29.257535341983978,0.6004840921952859
GRID_00330,-7.285108888888886,1.3917231152440477,29.25054334207487,-5.893385773644838
GRID_00331,-5.100603333333334,1.4046835890369922,29.259593324925106,-3.695919744296342
GRID_00332,-8.480242222222216,1.3973125745988715,29.2527934237565,-7.082929647623345
GRID_00333,-7.797523333333332,1.395368970044314,29.24865312432794,-6.402154363289018
GRID_00334,-5.284308888888887,1.3879049268578982,29.242141359107023,-3.896403962030989
GRID_00335,-6.848519999999993,1.4009845453803431,29.25148073950342,-5.44753545461965
GRID_00336,-7.937353333333331,1.3933943181718529,29.245110095186583,-6.5439590151614775
GRID_00337,-7.567069999999997,1.3858667718501505,29.238831442462885,-6.181203228149846
GRID_00338,-7.315623333333332,1.4137730060755695,29.260638716159935,-5.901850327257763
GRID_00339,-7.940553333333329,1.4062325510978564,29.254473830886468,-6.534320782235473
GRID_00340,-7.749503333333333,1.398677051973215,29.24834143205782,-6.350826281360118
GRID_00341,-7.497906666666669,1.391031868607495,29.242176583092423,-6.106874798059174
GRID_00342,-6.638023333333331,1.4190386651330227,29.263706102442306,-5.218984668200308
