target,raw_col,log_transformed,selected_transform,back_transform,best_n_estimators,best_learning_rate,best_max_depth,best_min_child_weight,best_subsample,best_colsample_bytree,best_reg_alpha,cv_r2,cv_rmse_log_space,cv_rmse_orig_units,tier,n_folds,n_samples,grid
clr_hr_1_mg_l_po4,clr_hr_1_mg_l_po4,False,raw,none,80,0.1,4,10,0.8,0.5,1.0,0.35202988485524,1.4210591288795758,1.4210591288795758,moderate,28,171,predicted
log_digest_mg_kg_mo2020,digest_mg_kg_mo2020,True,log1p,expm1,80,0.01,4,1,1.0,1.0,0.1,0.3311580318376379,0.2307435820824979,0.4236246174861621,moderate,28,171,predicted
d13c_vpdb_permil,d13c_vpdb_permil,False,raw,none,120,0.03,8,1,0.6,0.5,0.0,0.3305339063912961,8.78529077218811,8.78529077218811,moderate,28,171,predicted
wt_percent_c,wt_percent_c,False,raw,none,120,0.03,3,10,0.8,0.5,0.0,0.3276343470130364,0.43215803910479117,0.43215803910479117,moderate,28,171,predicted
digest_mg_kg_al3082,digest_mg_kg_al3082,False,raw,none,200,0.1,3,10,1.0,0.7,0.1,0.303534183679703,5393.500231453499,5393.500231453499,moderate,28,171,predicted
ph_mq,ph_mq,False,raw,none,30,0.05,8,10,0.8,0.5,0.0,0.2978953858312625,1.0111532174831255,1.0111532174831255,weak,28,171,predicted
clr_hr_24_mg_l_po4,clr_hr_24_mg_l_po4,False,raw,none,80,0.1,3,10,0.6,0.5,1.0,0.28638742811167195,1.1785324860320203,1.1785324860320203,weak,28,171,predicted
log_cec_meq_100g,cec_meq_100g,True,log1p,expm1,50,0.1,6,10,0.6,0.7,0.0,0.2817328713496693,0.4854525266932627,2.8783442421072403,weak,28,171,predicted
digest_mg_kg_co2286,digest_mg_kg_co2286,False,raw,none,30,0.05,8,10,0.8,0.5,0.0,0.27649738709958327,4.754034684551477,4.754034684551477,weak,28,171,predicted
log_hr_24_mg_l_cl,hr_24_mg_l_cl,True,log,exp,300,0.1,6,3,0.6,0.5,0.0,0.2628745286256412,1.545735756604359,67.75440241314429,weak,28,171,predicted
clr_total_mg_l_no3,clr_total_mg_l_no3,False,raw,none,200,0.1,8,1,0.6,0.5,0.0,0.2603490410902921,1.388997964188476,1.388997964188476,weak,28,171,predicted
ph_kcl,ph_kcl,False,raw,none,50,0.03,6,5,0.6,0.5,1.0,0.2533351218336889,1.0414745332352893,1.0414745332352893,weak,28,171,predicted
digest_mg_kg_fe2599,digest_mg_kg_fe2599,False,raw,none,30,0.1,3,10,0.8,0.5,0.1,0.24077957604894107,6437.406422039258,6437.406422039258,weak,28,171,predicted
clr_total_mg_l_ca2,clr_total_mg_l_ca2,False,raw,none,300,0.03,6,5,0.6,0.7,1.0,0.2329648124261937,1.0594471152505924,1.0594471152505924,weak,28,171,predicted
clr_hr_1_mg_l_no3,clr_hr_1_mg_l_no3,False,raw,none,300,0.03,8,1,1.0,0.5,0.0,0.22767262374339092,1.4940051208378156,1.4940051208378156,weak,28,171,predicted
log_total_mg_l_ca2,total_mg_l_ca2,True,log,exp,80,0.1,4,10,0.8,0.5,1.0,0.20518269535796085,1.9034233237717526,1719.5222946070292,weak,28,171,predicted
log_digest_mg_kg_pb2203,digest_mg_kg_pb2203,True,log1p,expm1,80,0.03,6,1,0.6,0.5,1.0,0.19434523408706728,0.7058988286361815,14.737741444547503,weak,28,171,predicted
log_total_mg_l_mg2,total_mg_l_mg2,True,log,exp,300,0.05,4,10,0.6,0.7,0.1,0.18781298984937755,1.821280819852554,498.4490546759657,weak,28,171,predicted
clr_total_mg_l_sr2,clr_total_mg_l_sr2,False,raw,none,50,0.05,6,3,1.0,0.5,0.0,0.1857035970694163,1.283805312635039,1.283805312635039,weak,28,171,predicted
log_hr_1_mg_l_so4,hr_1_mg_l_so4,True,log,exp,80,0.1,8,3,0.6,1.0,1.0,0.1798171167889755,1.938488976694271,2987.0327294752647,weak,28,171,predicted
clr_total_mg_l_na,clr_total_mg_l_na,False,raw,none,50,0.1,6,10,0.6,0.5,0.1,0.16513582673276683,0.7937418722325442,0.7937418722325442,weak,28,171,predicted
log_total_mg_l_so4,total_mg_l_so4,True,log,exp,200,0.01,4,10,0.8,1.0,0.0,0.16264217980125228,1.8325614140079987,4477.129439441353,weak,28,171,predicted
digest_mg_kg_ba4554,digest_mg_kg_ba4554,False,raw,none,30,0.1,4,10,0.6,0.7,0.1,0.15738343771702235,27.852490118386527,27.852490118386527,weak,28,171,predicted
log_hr_1_mg_l_cl,hr_1_mg_l_cl,True,log,exp,300,0.05,8,5,0.6,0.7,1.0,0.1470912903523256,2.163476546678503,702.3273749000165,weak,28,171,predicted
digest_mg_kg_mn2576,digest_mg_kg_mn2576,False,raw,none,30,0.05,4,5,0.8,1.0,0.0,0.1434657920041551,218.3924514970915,218.3924514970915,weak,28,171,predicted
digest_mg_kg_be3130,digest_mg_kg_be3130,False,raw,none,50,0.03,3,1,0.6,0.7,1.0,0.12731742524629774,0.7979342338243419,0.7979342338243419,weak,28,171,predicted
digest_mg_kg_v_2924,digest_mg_kg_v_2924,False,raw,none,200,0.01,3,10,0.6,0.5,0.0,0.12625891364204278,18.89329506970723,18.89329506970723,weak,28,171,predicted
clr_hr_24_mg_l_cl,clr_hr_24_mg_l_cl,False,raw,none,30,0.1,3,3,0.8,0.7,0.0,0.12561150616242744,1.070378149544704,1.070378149544704,weak,28,171,predicted
digest_mg_kg_si2516,digest_mg_kg_si2516,False,raw,none,50,0.03,4,10,0.6,1.0,0.1,0.1234734424302546,196.80842285424058,196.80842285424058,weak,28,171,predicted
log_total_mg_l_cl,total_mg_l_cl,True,log,exp,50,0.1,6,1,0.8,0.5,0.1,0.11917402832561175,1.902497298483958,751.1312057130592,weak,28,171,predicted
clr_hr_24_mg_l_so4,clr_hr_24_mg_l_so4,False,raw,none,200,0.03,4,10,0.6,0.7,0.1,0.11867146054446043,1.2174658957586062,1.2174658957586062,weak,28,171,predicted
ph_cacl2,ph_cacl2,False,raw,none,50,0.03,3,10,0.8,1.0,0.0,0.11179482496275939,0.990170080371617,0.990170080371617,weak,28,171,predicted
clr_total_mg_l_cl,clr_total_mg_l_cl,False,raw,none,30,0.1,3,1,1.0,0.5,1.0,0.1064499908268769,1.374301449498854,1.374301449498854,weak,28,171,predicted
clr_hr_1_mg_l_so4,clr_hr_1_mg_l_so4,False,raw,none,300,0.01,6,1,1.0,1.0,1.0,0.09740889054042057,1.2308483708296103,1.2308483708296103,weak,28,171,predicted
digest_mg_kg_cu3247,digest_mg_kg_cu3247,False,raw,none,80,0.01,8,10,0.8,1.0,0.1,0.0936935134371798,12.610958526519267,12.610958526519267,weak,28,171,predicted
log_digest_mg_kg_li6707,digest_mg_kg_li6707,True,log1p,expm1,30,0.1,6,1,0.8,0.5,1.0,0.092472226286057,0.8702565912492475,9.616370908855995,weak,28,171,predicted
clr_hr_24_mg_l_f,clr_hr_24_mg_l_f,False,raw,none,30,0.05,4,1,0.6,0.5,0.1,0.055390424515396997,1.1498346365805194,1.1498346365805194,weak,28,171,predicted
clr_total_mg_l_so4,clr_total_mg_l_so4,False,raw,none,30,0.05,4,5,0.8,1.0,0.0,0.05333095171981417,0.9962405649088454,0.9962405649088454,weak,28,171,predicted
clr_hr_1_mg_l_cl,clr_hr_1_mg_l_cl,False,raw,none,50,0.01,8,10,1.0,1.0,0.1,0.05247679227498114,1.324248333045306,1.324248333045306,weak,28,171,predicted
digest_mg_kg_zn2138,digest_mg_kg_zn2138,False,raw,none,50,0.03,6,5,0.6,0.5,1.0,0.04892679233425812,32.29213451519251,32.29213451519251,weak,28,171,predicted
log_digest_mg_kg_sb2068,digest_mg_kg_sb2068,True,log1p,expm1,30,0.05,6,1,0.8,0.5,1.0,0.04257340775790086,0.17804434592200935,0.6399697129096419,weak,28,171,predicted
clr_hr_24_mg_l_no3,clr_hr_24_mg_l_no3,False,raw,none,80,0.01,3,10,0.8,0.5,0.1,0.0142544482483552,1.0893747174537087,1.0893747174537087,weak,28,171,predicted
clr_total_mg_l_f,clr_total_mg_l_f,False,raw,none,80,0.01,8,5,0.6,1.0,0.0,0.012842192146716003,1.3793671653665984,1.3793671653665984,weak,28,171,predicted
hr_24_mg_l_so4,hr_24_mg_l_so4,False,raw,none,80,0.01,3,3,1.0,1.0,1.0,0.004435308777346325,1894.06098079572,1894.06098079572,weak,28,171,predicted
clr_hr_1_mg_l_f,clr_hr_1_mg_l_f,False,raw,none,50,0.03,6,1,0.8,1.0,1.0,-0.0021436204530189684,1.405572080705102,1.405572080705102,unusable,28,171,skipped R²=-0.002
digest_mg_kg_b_2496,digest_mg_kg_b_2496,False,raw,none,30,0.01,3,3,1.0,0.7,0.0,-0.008650632629310095,20.34620299205733,20.34620299205733,unusable,28,171,skipped R²=-0.009
log_digest_mg_kg_tl1908,digest_mg_kg_tl1908,True,log1p,expm1,50,0.1,6,3,1.0,0.7,1.0,-0.01122665647867982,0.08243516262443872,0.34560519189502453,unusable,28,171,skipped R²=-0.011
log_digest_mg_kg_sn1899,digest_mg_kg_sn1899,True,log1p,expm1,30,0.01,8,10,0.6,0.5,1.0,-0.016548609045851093,0.07139007029559478,0.2520279364180374,unusable,28,171,skipped R²=-0.017
digest_mg_kg_as1890,digest_mg_kg_as1890,False,raw,none,30,0.01,6,10,0.6,0.7,0.1,-0.016711189032024842,2.516855453987211,2.516855453987211,unusable,28,171,skipped R²=-0.017
log_digest_mg_kg_hg1849,digest_mg_kg_hg1849,True,log1p,expm1,30,0.03,8,1,0.8,0.5,1.0,-0.02683837985083426,1.2297442183149407,70.01451810528869,unusable,28,171,skipped R²=-0.027
ec_us_cm,ec_us_cm,False,raw,none,30,0.01,8,3,1.0,1.0,0.0,-0.036708579445735134,4995.980660917097,4995.980660917097,unusable,28,171,skipped R²=-0.037
clr_total_mg_l_mg2,clr_total_mg_l_mg2,False,raw,none,30,0.01,8,3,1.0,1.0,0.0,-0.05855646818623428,0.8416724941344896,0.8416724941344896,unusable,28,171,skipped R²=-0.059
