target,cv_r2_mean,cv_r2_median,cv_r2_std,cv_r2_min,cv_r2_max,cv_rmse_orig_units_mean,cv_rmse_orig_units_median,cv_rmse_orig_units_std,cv_rmse_orig_units_min,cv_rmse_orig_units_max,cv_rmse_log_space_mean,cv_rmse_log_space_median,cv_rmse_log_space_std,cv_rmse_log_space_min,cv_rmse_log_space_max,tier
clr_total_mg_l_no3,0.21269220313900777,0.2045195237267821,0.026945241736537187,0.1954269542133778,0.2603490410902921,1.4328754741953076,1.4404658260656298,0.024797843513382028,1.388997964188476,1.448674903022875,1.4328754741953076,1.4404658260656298,0.024797843513382028,1.388997964188476,1.448674903022875,weak
clr_total_mg_l_po4,0.404916812668444,0.4002722301088461,0.01885670174626676,0.3879356332709859,0.4356947529213456,1.4136197009410134,1.4192700554838225,0.022552799219415588,1.3767180443606992,1.4337931744975037,1.4136197009410134,1.4192700554838225,0.022552799219415588,1.3767180443606992,1.4337931744975037,moderate
clr_total_mg_l_so4,0.062308777465141275,0.0617754437062411,0.00679603564172691,0.0533309517198141,0.072473584932619,0.9915001272008984,0.9917872712773554,0.0035947753723313378,0.9861166138989584,0.9962405649088454,0.9915001272008984,0.9917872712773554,0.0035947753723313378,0.9861166138989584,0.9962405649088454,weak
clr_total_mg_l_sr2,0.1896652159124676,0.1857035970694163,0.013630275312773263,0.1754844093502194,0.2119750110588146,1.280642112675626,1.283805312635039,0.010807715261603804,1.2629260027332294,1.291835891168514,1.280642112675626,1.283805312635039,0.010807715261603804,1.2629260027332294,1.291835891168514,weak
d13c_vpdb_permil,0.33534720478569957,0.3305339063912961,0.019928135330962826,0.3166496182716868,0.367872871449318,8.752854681467948,8.78529077218811,0.13206937997716756,8.53677945260887,8.875923853079073,8.752854681467948,8.78529077218811,0.13206937997716756,8.53677945260887,8.875923853079073,moderate
d15n_air_permil,0.6597016931401237,0.6636655961356505,0.007456135153292671,0.6486159117648087,0.6663007614168784,6.217007213707534,6.180987185691569,0.06789777740870497,6.156725688747263,6.317761718835165,6.217007213707534,6.180987185691569,0.06789777740870497,6.156725688747263,6.317761718835165,strong
digest_mg_kg_al3082,0.3005162721673783,0.303534183679703,0.011290940340491521,0.2822978275783631,0.3130187885038721,5405.033037327273,5393.500231453499,43.50482430952956,5356.649481878922,5475.111014005601,5405.033037327273,5393.500231453499,43.50482430952956,5356.649481878922,5475.111014005601,moderate
digest_mg_kg_as1890,-0.027589017331454017,-0.0304116634384252,0.006325684068982169,-0.0319987708977955,-0.0167111890320248,2.5302739730091792,2.5337563822722613,0.007801426304185434,2.516855453987211,2.535706960135657,2.5302739730091792,2.5337563822722613,0.007801426304185434,2.516855453987211,2.535706960135657,unusable
digest_mg_kg_b_2496,-0.00603852873645936,-0.0085689261459305,0.004977269979694555,-0.0095280216159967,0.0025456439408305,20.319790742882713,20.345378895828905,0.050335594263165785,20.23296387549998,20.355050284387303,20.319790742882713,20.345378895828905,0.050335594263165785,20.23296387549998,20.355050284387303,unusable
digest_mg_kg_ba4554,0.1301111044023998,0.1311898842403606,0.02154692742874986,0.097384743112157,0.1573834377170223,28.297911892484308,28.282087893957645,0.3497585756060427,27.852490118386527,28.827061075971436,28.297911892484308,28.282087893957645,0.3497585756060427,27.852490118386527,28.827061075971436,weak
digest_mg_kg_be3130,0.1023949067071714,0.1043730066339406,0.017037614800208687,0.0815493759601733,0.1273174252462977,0.8092186949168289,0.8083557521729987,0.007691272154643448,0.7979342338243419,0.8185907873659803,0.8092186949168289,0.8083557521729987,0.007691272154643448,0.7979342338243419,0.8185907873659803,weak
digest_mg_kg_co2286,0.2573715769588896,0.2552378592352089,0.011471978378344839,0.246261091770309,0.2764973870995832,4.81634557324084,4.823375685588642,0.037333619848887195,4.754034684551477,4.852357174539674,4.81634557324084,4.823375685588642,0.037333619848887195,4.754034684551477,4.852357174539674,weak
digest_mg_kg_cr2835,0.4062221954065496,0.3973799460985096,0.01763816239755307,0.3890058838875011,0.4255445532458365,10.318248727796407,10.395713435489768,0.15360820445018997,10.149874799997672,10.467694117949469,10.318248727796407,10.395713435489768,0.15360820445018997,10.149874799997672,10.467694117949469,moderate
digest_mg_kg_cu3247,0.09941073537937399,0.0936935134371798,0.020378283410673,0.0729803084094345,0.1236068862753624,12.570475301064537,12.610958526519267,0.1422261238730045,12.401094914838929,12.754253157874292,12.570475301064537,12.610958526519267,0.1422261238730045,12.401094914838929,12.754253157874292,weak
digest_mg_kg_fe2599,0.2508480411662101,0.2489712830017303,0.008159737814791419,0.240779576048941,0.2613364615250702,6394.5029451669125,6402.583621450321,34.83588754838764,6349.657771516841,6437.406422039258,6394.5029451669125,6402.583621450321,34.83588754838764,6349.657771516841,6437.406422039258,weak
digest_mg_kg_k_7664,0.45913865794892245,0.4578377316327714,0.023134431520094353,0.4363885747885651,0.4865357334438459,2140.3538914497612,2143.3195512002667,45.8391557152654,2085.822718050052,2185.3055810089427,2140.3538914497612,2143.3195512002667,45.8391557152654,2085.822718050052,2185.3055810089427,moderate
digest_mg_kg_mg2852,0.4213704588381245,0.418559203741764,0.013788885999017975,0.4059649372390408,0.4414505906876498,5193.90679026718,5206.805873737564,62.04162261030886,5103.280435537432,5262.894640602393,5193.90679026718,5206.805873737564,62.04162261030886,5103.280435537432,5262.894640602393,moderate
digest_mg_kg_mn2576,0.13014946409439737,0.1284793927881675,0.008313847136460434,0.1217087638873216,0.1434657920041551,220.0815335868911,220.29472471075263,1.0535863458934744,218.3924514970915,221.14877691322863,220.0815335868911,220.29472471075263,1.0535863458934744,218.3924514970915,221.14877691322863,weak
digest_mg_kg_na5895,0.43245300375322787,0.4342453929981054,0.030160532804775844,0.4014362473056156,0.4616773709559625,2367.0501336444245,2363.864932173385,62.859265221887256,2305.844023462225,2431.4414452976625,2367.0501336444245,2363.864932173385,62.859265221887256,2305.844023462225,2431.4414452976625,moderate
digest_mg_kg_ni2316,0.4140837886389884,0.4177999763377302,0.03041676880187884,0.3755433451473876,0.4570811759634039,20.198820872833473,20.14012151707841,0.5258738760407984,19.44882761975638,20.858214356931565,20.198820872833473,20.14012151707841,0.5258738760407984,19.44882761975638,20.858214356931565,moderate
digest_mg_kg_si2516,0.11272441077289803,0.1087499856551352,0.015692911026281297,0.0964263962289631,0.1339597173143537,198.00528550505666,198.4544841687098,1.7535848133999,195.62762752973703,199.82181950043244,198.00528550505666,198.4544841687098,1.7535848133999,195.62762752973703,199.82181950043244,weak
digest_mg_kg_ti3349,0.34653968360764337,0.3436926681075887,0.02525268090871039,0.3168484939169286,0.3867007021324709,520.289885743186,521.5009134006575,10.116820001326886,504.1243547911181,532.0592041460496,520.289885743186,521.5009134006575,10.116820001326886,504.1243547911181,532.0592041460496,moderate
digest_mg_kg_v_2924,0.12141216828373964,0.1224941935269813,0.013560163466038104,0.1082518512955567,0.1410202652435873,18.945171705876646,18.933954434248996,0.14640774961421096,18.73301958528073,19.086989578769685,18.945171705876646,18.933954434248996,0.14640774961421096,18.73301958528073,19.086989578769685,weak
digest_mg_kg_zn2138,0.05630018488256829,0.0492688758946967,0.017014693753000958,0.0456911508957623,0.0865383513237845,32.1656570589113,32.28632654912098,0.2917059429605343,31.64717425416843,32.347018330103985,32.1656570589113,32.28632654912098,0.2917059429605343,31.64717425416843,32.347018330103985,weak
ec_us_cm,-0.03378528979484062,-0.0361138652947419,0.003804104604498868,-0.0367085794457351,-0.0287090869018893,4988.925145404529,4994.547468076206,9.182866075067786,4976.66824023773,4995.980660917097,4988.925145404529,4994.547468076206,9.182866075067786,4976.66824023773,4995.980660917097,unusable
hr_24_mg_l_so4,0.0038590419194465,0.00432525516235695,0.004756399585130677,-0.0023940689505388,0.0091797263036109,1894.6050283157394,1894.165663464619,4.521669681259709,1889.54246589965,1900.5463204340697,1894.6050283157394,1894.165663464619,4.521669681259709,1889.54246589965,1900.5463204340697,weak
log_cec_meq_100g,0.2881944606992201,0.2830383474946621,0.013725749062969745,0.2714260568492967,0.3031563516582977,2.8585793028436575,2.876939737623626,0.03927421914038792,2.791392499100774,2.889012043062391,0.48324602574335007,0.4850111624054277,0.004661064318348837,0.4781580184248335,0.4889231347661659,weak
log_digest_mg_kg_ca3158,0.3381943913584703,0.3520175348710286,0.021980338666600263,0.3119947582143101,0.358043084646955,8348.103531946348,8405.494473761055,177.66268389752335,8090.036365603886,8543.292462764583,0.9053313913263532,0.8959249550049408,0.01499465873412473,0.891749649855675,0.9231789222256664,moderate
log_digest_mg_kg_hg1849,-0.0297466130207625,-0.0324084939161064,0.009338116905172559,-0.0373306438449727,-0.0149238508379405,70.13604980961766,70.2294127018661,0.1367259104964382,69.96116016224727,70.24415763583427,1.2314742791356879,1.2330750985957204,0.005593239873900806,1.2225889670354682,1.2360110312163963,unusable
log_digest_mg_kg_li6707,0.08115774024113852,0.0816381378734533,0.008646468447568834,0.0681199096391956,0.092472226286057,9.854201625522988,9.616370908855997,0.5958311988641509,9.308115632137886,10.494198825901067,0.8756569496921923,0.8754357519413684,0.004117309421626059,0.8702565912492475,0.8818553933759619,weak
log_digest_mg_kg_mo2020,0.33558481205672885,0.3352071748460933,0.009219252782071495,0.3232527897450326,0.3474189113393338,0.40627463032059047,0.404406837241463,0.012449719211869952,0.392822154942152,0.4236246174861621,0.22997429084032897,0.2300440654716808,0.0015953524810095093,0.2279214054810017,0.2321031899835883,moderate
log_digest_mg_kg_na5895,0.40817823135419296,0.40817823135419296,0.006188641797796704,0.4038022007726364,0.4125542619357495,2254.528573170795,2254.528573170795,12.878658812546478,2245.4219861918555,2263.6351601497345,1.0767858286073582,1.0767858286073582,0.005630016692551005,1.072804805625862,1.0807668515888544,moderate
log_digest_mg_kg_p_1774,0.3933693477001112,0.3940806608642088,0.007550879202197726,0.3834943318753974,0.4042387734686422,1541.2497209506696,1554.495320782317,81.44810315086913,1445.8139566520065,1657.836187498728,0.7905606946177446,0.7901093227648395,0.004923033833433951,0.7834583194450072,0.7969816388511131,moderate
log_digest_mg_kg_pb2203,0.18353493463234982,0.1839746523158532,0.010181753554387735,0.1683985910038581,0.1943452340870672,14.767329080295122,14.77386300790656,0.03426990412175565,14.732686558171611,14.817567065489143,0.7106079113883883,0.7104275512204485,0.004425047555122384,0.7058988286361815,0.7171757218442831,weak
log_digest_mg_kg_sb2068,0.029148733078450662,0.0260540059573505,0.007713305920400347,0.0234056622354771,0.0425734077579008,0.6442017390817467,0.6451592863525027,0.0024080980873178955,0.6399697129096419,0.6458518547643239,0.17928709910937096,0.1795737621804803,0.0007138787790933678,0.1780443459220093,0.1798177439793095,weak
log_digest_mg_kg_sn1899,-0.017662861317168318,-0.0181051416010726,0.0009597944568590037,-0.0185656779831067,-0.016548609045851,0.2520983991940146,0.2521263661364211,6.071900939249498e-05,0.2520279364180374,0.2521554808856714,0.07142917902181346,0.0714447053928035,3.368608105501302e-05,0.0713900702955947,0.071460862450045,unusable
log_digest_mg_kg_sr4077,0.42552886887532315,0.4228580848082067,0.018682598989379656,0.408513250863438,0.4533624850933381,53.3162017265519,53.01538672682737,1.4793506896060797,51.73988888629059,55.74165220294913,0.9256101311289667,0.9278582474029556,0.015116693969693479,0.903004762727772,0.9393184096037586,moderate
log_digest_mg_kg_tl1908,-0.01120872175061436,-0.0112266564786798,2.9898120170262437e-05,-0.0112344620979589,-0.0111715962344969,0.3456051304847508,0.3456054765177246,2.4836078263802213e-06,0.3456011355221769,0.34560796223475,0.08243443159478017,0.0824351626244387,1.2186610573943524e-06,0.0824329183392724,0.0824354807807337,unusable
log_hr_1_mg_l_cl,0.16683198408356292,0.1680609756395121,0.012584104601138854,0.1470912903523256,0.1806143566008279,695.0790844881049,693.8983648078566,4.374518686742575,690.5159906957045,702.3273749000165,2.13824442039681,2.1367153264303864,0.01611288176539891,2.1205332767248737,2.163476546678503,weak
log_hr_1_mg_l_so4,0.19850428357480351,0.1839438519873729,0.026184694350987754,0.1798171167889755,0.2410622663099979,3040.7564917834766,3053.0124190199035,43.83420477195069,2987.0327294752647,3082.321366193896,1.9160707495199358,1.933606090968875,0.03153388783682743,1.864708961524758,1.938488976694271,weak
log_hr_24_mg_l_cl,0.2272888508673772,0.2143806330117569,0.02567054640900868,0.2056495316107014,0.2628745286256412,68.95206628318196,68.34383650849026,1.8405095243235337,67.13302972944425,71.73060735675037,1.5824310879457317,1.5957712434297988,0.026395002308421074,1.545735756604359,1.604614166326981,weak
log_total_mg_l_ca2,0.1743637655371153,0.1735772550077784,0.018944994048791363,0.1565134723304125,0.2051826953579608,1778.416913049361,1735.932194126757,89.31766726702348,1707.221670721001,1922.4852552070283,1.9398717587898695,1.940898661013748,0.022361133894538098,1.9034233237717528,1.9608338920719328,weak
log_total_mg_l_cl,0.13631956872127807,0.1234369890748158,0.022076540313485736,0.1186265093718718,0.164531266588755,747.530497000688,751.1312057130592,13.54647080149198,726.5747800633978,760.7990259410141,1.8837662246834899,1.897887927126391,0.024140533242817577,1.8528663481413477,1.9030885001185285,weak
log_total_mg_l_mg2,0.2089612107933314,0.2118790942763491,0.01628169088766005,0.1878129898493775,0.2302728837794528,497.56803910013275,498.4490546759657,4.010899126800705,492.7512083615914,503.2385429574519,1.797336468618857,1.7940945142265865,0.018497009465631545,1.7730349134735592,1.821280819852554,weak
log_total_mg_l_na,0.4676471965487646,0.470215646681532,0.009578890194258382,0.456992544022489,0.4778557841305413,1699.18112040079,1699.8929421015646,13.160238143936187,1677.9381149083863,1712.424327955521,1.3562068945571455,1.3529750279395862,0.012193353137361924,1.3431838232550302,1.3697556908122035,moderate
log_total_mg_l_so4,0.19324404156458802,0.1651198612136645,0.041807823008408046,0.1626421798012522,0.2550230831834044,4451.902470318006,4460.184122990392,27.435843928598448,4411.489200345604,4477.129439441353,1.7982722989970223,1.829848196923941,0.04699994535805391,1.728519987316118,1.8325614140079989,weak
ph_cacl2,0.10963616406707274,0.1080450720643448,0.010512511267022944,0.0960191975273032,0.1252243891004013,0.9913587431276824,0.9922579891031718,0.005857438930698459,0.9826559378155786,0.9989247036371832,0.9913587431276824,0.9922579891031718,0.005857438930698459,0.9826559378155786,0.9989247036371832,weak
ph_kcl,0.2435329432554822,0.2471439772552051,0.01005001437032035,0.2270922617249835,0.2533351218336889,1.0482700522368016,1.04578343313329,0.006944705244259934,1.0414745332352893,1.0596187165123006,1.0482700522368016,1.04578343313329,0.006944705244259934,1.0414745332352893,1.0596187165123006,weak
ph_mq,0.28523243872854487,0.2850333938178583,0.007981895750091636,0.2774308580611431,0.2978953858312625,1.020218125495127,1.020372941598107,0.005707425138640302,1.0111532174831257,1.025783619981956,1.020218125495127,1.020372941598107,0.005707425138640302,1.0111532174831257,1.025783619981956,weak
wt_percent_c,0.3321551197303111,0.3314251870528285,0.005962578701686282,0.3253907799682247,0.3394476022191696,0.430699307259219,0.4309380499133597,0.0019231598429385675,0.4283447743066049,0.4328784566713863,0.430699307259219,0.4309380499133597,0.0019231598429385675,0.4283447743066049,0.4328784566713863,moderate
wt_percent_n,0.4910579988300211,0.4876510096049463,0.011776325036076753,0.4815259522202071,0.5099430230797785,0.06649686551409578,0.0667226735189651,0.0007729373018118177,0.0652549987529692,0.0671203185135476,0.06649686551409578,0.0667226735189651,0.0007729373018118177,0.0652549987529692,0.0671203185135476,moderate
